Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?f  owner  ?b  ?a  subsidiary  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  chairman  ?b  ?a  subsidiary  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?f  key_people  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.058823529	1	1	17	1	?b	0.0	0.0	0.0
?f  name  ?b  ?a  owner  ?f   => ?a  founders  ?b	0.042553191	0.006060606	0.133333333	2	330	15	?b	0.0	0.0	0.0
?a  owner  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.047619048	0.333333333	1	21	3	?b	0.0	0.0	0.0
?f  name  ?b  ?a  owning_company  ?f   => ?a  founders  ?b	0.042553191	0.046511628	0.666666667	2	43	3	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.090909091	0.5	1	11	2	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founded_by  ?b   => ?a  founders  ?b	0.042553191	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founders  ?b   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  key_people  ?b   => ?a  founders  ?b	0.021276596	0.166666667	1	1	6	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  name  ?a   => ?a  founders  ?b	0.085106383	0.093023256	0.19047619	4	43	21	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founded_by  ?b   => ?a  founders  ?b	0.042553191	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.042553191	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?e  display  ?a  ?e  key_people  ?b   => ?a  founders  ?b	0.021276596	0.166666667	1	1	6	1	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  subsid  ?a   => ?a  founders  ?b	0.106382979	0.046296296	0.131578947	5	108	38	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  name  ?a   => ?a  founders  ?b	0.319148936	0.365853659	0.365853659	15	41	41	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founders  ?b   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.042553191	0.4	0.4	2	5	5	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.021276596	0.0625	0.333333333	1	16	3	?b	0.0	0.0	0.0
?e  board  ?a  ?e  name  ?b   => ?a  founders  ?b	0.021276596	0.090909091	0.25	1	11	4	?b	0.0	0.0	0.0
?e  name  ?b  ?e  salary  ?a   => ?a  founders  ?b	0.021276596	0.066666667	0.2	1	15	5	?b	0.0	0.0	0.0
?e  boards  ?a  ?e  name  ?b   => ?a  founders  ?b	0.021276596	0.045454545	0.2	1	22	5	?b	0.0	0.0	0.0
?e  known_for  ?a  ?e  name  ?b   => ?a  founders  ?b	0.127659574	0.083333333	0.222222222	6	72	27	?b	0.0	0.0	0.0
?e  salary  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.021276596	0.019607843	0.25	1	51	4	?b	0.0	0.0	0.0
?e  key_person  ?b  ?e  name  ?a   => ?a  founders  ?b	0.085106383	0.058823529	0.333333333	4	68	12	?b	0.0	0.0	0.0
?e  name  ?a  ?e  owner  ?b   => ?a  founders  ?b	0.021276596	0.03125	0.333333333	1	32	3	?b	0.0	0.0	0.0
?e  name  ?a  ?e  owning_company  ?b   => ?a  founders  ?b	0.021276596	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  owner  ?a   => ?a  founders  ?b	0.042553191	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
?e  author  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owner  ?a   => ?a  founders  ?b	0.042553191	0.222222222	0.5	2	9	4	?b	0.0	0.0	0.0
?e  author  ?b  ?e  parent  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owning_company  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  manufacturer  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  known_for  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.021276596	0.011235955	0.111111111	1	89	9	?b	0.0	0.0	0.0
?e  author  ?b  ?e  name  ?a   => ?a  founders  ?b	0.042553191	0.111111111	∞	2	18	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  number_of_employees  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  num_employees  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  salary  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  type  ?e   => ?a  founders  ?b	0.042553191	2	∞	2	1	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  name  ?e   => ?a  founders  ?b	0.042553191	0.2	∞	2	10	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  homepage  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  caption  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  product  ?e   => ?a  founders  ?b	0.021276596	0.142857143	∞	1	7	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  width  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  traded_as  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?a  Location  ?e  ?e  author  ?b   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  products  ?e   => ?a  founders  ?b	0.021276596	0.25	∞	1	4	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  location  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  foundation  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_person  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founding_year  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founders  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owning_company  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  direction  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  industry  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owner  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  headquarters  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_people  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founded_by  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  notable_student  ?b  ?e  workplaces  ?a   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?e  education  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.042553191	0.018518519	0.117647059	2	108	17	?b	0.0	0.0	0.0
?e  name  ?a  ?e  traded_as  ?b   => ?a  founders  ?b	0.021276596	0.032258065	1	1	31	1	?b	0.0	0.0	0.0
?e  commons  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.021276596	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  display  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.021276596	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  notable_students  ?b  ?e  workplaces  ?a   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?e  designer  ?b  ?e  developer  ?a   => ?a  founders  ?b	0.021276596	0.058823529	1	1	17	1	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.085106383	∞	∞	4	0	0	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	3	∞	3	1	0	?b	0.0	0.0	0.0
?e  name  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	3	∞	3	1	0	?b	0.0	0.0	0.0
?e  key_person  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	2	∞	2	1	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	2	∞	2	1	0	?b	0.0	0.0	0.0
?e  children  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  kernel_type  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  ceo  ?b  ?e  owner  ?a   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  before  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.021276596	0.027027027	0.166666667	1	37	6	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  relatives  ?b   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  Ship_owner  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  alma_mater  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owner  ?a   => ?a  founders  ?b	0.021276596	0.111111111	0.25	1	9	4	?b	0.0	0.0	0.0
?e  education  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  awards  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  occupation  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  operating_system  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	0.001194743	∞	1	837	0	?b	0.0	0.0	0.0
?e  dimensions  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  influences  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  parent  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  products  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  industry  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  traded_as  ?b   => ?a  founders  ?b	0.021276596	0.5	∞	1	2	0	?b	0.0	0.0	0.0
?e  audio  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  owner  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  related  ?b   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  subsid  ?b   => ?a  founders  ?b	0.021276596	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  owning_company  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  boards  ?b  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  known_for  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  birth_place  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  birth_year  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  birth_date  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  name  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.063829787	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  nationality  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  birth_name  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  caption  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	0.019047619	∞	2	105	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  residence  ?e   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  occupation  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	1	∞	2	2	0	?b	0.0	0.0	0.0
?b  alma_mater  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.042553191	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  children  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	0.5	∞	1	2	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  title  ?e   => ?a  founders  ?b	0.021276596	0.5	∞	1	2	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  services  ?b   => ?a  founders  ?b	0.021276596	0.333333333	∞	1	3	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  starring  ?b   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  relatives  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  parents  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  service  ?b   => ?a  founders  ?b	0.021276596	0.333333333	∞	1	3	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  salary_($)  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  place_of_birth  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  spouse  ?e   => ?a  founders  ?b	0.021276596	0.055555556	0.1	1	18	10	?b	0.0	0.0	0.0
?b  date_of_birth  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  networth  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  short_description  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  networth_($)  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  education  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  imagesize  ?e  ?e  publisher  ?a   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  salary  ?e   => ?a  founders  ?b	0.021276596	∞	∞	1	0	0	?b	0.0	0.0	0.0
?a  founder  ?b  ?b  title  ?a   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?a  ceo  ?b  ?b  title  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  title  ?a   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  known  ?a  ?b  title  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founders  ?b  ?b  known_for  ?a   => ?a  founded_by  ?b	0.092307692	0.666666667	0.857142857	6	9	7	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  known_for  ?a   => ?a  founded_by  ?b	0.076923077	0.5	0.833333333	5	10	6	?b	0.0	0.0	0.0
?b  known_for  ?a  ?a  owner  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  known_for  ?a  ?b  salary  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  known_for  ?a  ?b  workplaces  ?a   => ?a  founded_by  ?b	0.015384615	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?a  founder  ?b  ?b  occupation  ?a   => ?a  founded_by  ?b	0.107692308	0.636363636	0.875	7	11	8	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  occupation  ?a   => ?a  founded_by  ?b	0.076923077	0.5	1	5	10	5	?b	0.0	0.0	0.0
?a  key_people  ?b  ?b  occupation  ?a   => ?a  founded_by  ?b	0.076923077	0.384615385	1	5	13	5	?b	0.0	0.0	0.0
?a  founders  ?b  ?b  occupation  ?a   => ?a  founded_by  ?b	0.046153846	0.6	0.75	3	5	4	?b	0.0	0.0	0.0
?b  board  ?a  ?b  occupation  ?a   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  occupation  ?a   => ?a  founded_by  ?b	0.015384615	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  founder  ?b   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  key_person  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  key_people  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  ceo  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  founders  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  known  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founder  ?b  ?b  workplaces  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founders  ?b  ?b  salary  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  salary  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owner  ?b  ?b  salary  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owning_company  ?b  ?b  salary  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founder  ?b  ?a  key_person  ?b   => ?a  founded_by  ?b	0.123076923	0.888888889	1	8	9	8	?b	0.0	0.0	0.0
?a  founder  ?b  ?a  key_people  ?b   => ?a  founded_by  ?b	0.123076923	0.666666667	0.888888889	8	12	9	?b	0.0	0.0	0.0
?a  ceo  ?b  ?a  founder  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  key_people  ?b  ?b  known_for  ?a   => ?a  founded_by  ?b	0.030769231	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  founder  ?b  ?b  known  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  known_for  ?a  ?a  owning_company  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founders  ?b  ?a  key_person  ?b   => ?a  founded_by  ?b	0.076923077	0.625	0.714285714	5	8	7	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  title  ?a   => ?a  founded_by  ?b	0.030769231	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?b  board  ?a  ?a  founders  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  ceo  ?b  ?a  key_person  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  display  ?f  ?b  occupation  ?f   => ?a  founded_by  ?b	0.046153846	0.090909091	0.6	3	33	5	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  successor  ?f   => ?a  founded_by  ?b	0.015384615	0.018867925	0.2	1	53	5	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  occupation  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.0625	0.333333333	1	16	3	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?b  occupation  ?f   => ?a  founded_by  ?b	0.015384615	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  occupation  ?f   => ?a  founded_by  ?b	0.015384615	0.0625	0.166666667	1	16	6	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  subsidiary  ?f   => ?a  founded_by  ?b	0.015384615	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.015384615	0.090909091	0.166666667	1	11	6	?b	0.0	0.0	0.0
?f  display  ?a  ?b  occupation  ?f   => ?a  founded_by  ?b	0.046153846	0.090909091	0.6	3	33	5	?b	0.0	0.0	0.0
?a  name  ?f  ?b  occupation  ?f   => ?a  founded_by  ?b	0.030769231	0.105263158	0.5	2	19	4	?b	0.0	0.0	0.0
?f  board  ?a  ?b  name  ?f   => ?a  founded_by  ?b	0.015384615	0.125	0.25	1	8	4	?b	0.0	0.0	0.0
?b  name  ?f  ?f  salary  ?a   => ?a  founded_by  ?b	0.015384615	0.090909091	0.166666667	1	11	6	?b	0.0	0.0	0.0
?b  name  ?f  ?f  workplaces  ?a   => ?a  founded_by  ?b	0.015384615	0.142857143	0.142857143	1	7	7	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.430769231	0.965517241	1	28	29	28	?b	0.0	0.0	0.0
?a  founder  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.2	0.52	0.764705882	13	25	17	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.184615385	0.6	0.631578947	12	20	19	?b	0.0	0.0	0.0
?a  key_person  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.169230769	0.34375	0.611111111	11	32	18	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.092307692	0.206896552	0.428571429	6	29	14	?b	0.0	0.0	0.0
?a  ceo  ?f  ?b  name  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  name  ?f  ?a  owning_company  ?f   => ?a  founded_by  ?b	0.015384615	0.125	0.333333333	1	8	3	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  region_served  ?f   => ?a  founded_by  ?b	0.030769231	0.054054054	0.105263158	2	37	19	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  birth_place  ?f   => ?a  founded_by  ?b	0.015384615	0.083333333	0.166666667	1	12	6	?b	0.0	0.0	0.0
?b  known_for  ?f  ?f  name  ?a   => ?a  founded_by  ?b	0.076923077	0.083333333	0.238095238	5	60	21	?b	0.0	0.0	0.0
?f  commons_category  ?a  ?b  occupation  ?f   => ?a  founded_by  ?b	0.015384615	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?f  known_for  ?a  ?b  name  ?f   => ?a  founded_by  ?b	0.123076923	0.153846154	0.25	8	52	32	?b	0.0	0.0	0.0
?f  boards  ?a  ?b  name  ?f   => ?a  founded_by  ?b	0.030769231	0.142857143	0.222222222	2	14	9	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  name  ?f   => ?a  founded_by  ?b	0.076923077	0.227272727	0.555555556	5	22	9	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  product  ?f   => ?a  founded_by  ?b	0.015384615	0.011627907	0.1	1	86	10	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.015384615	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?a  founder  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.030769231	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
