Loading files... 
  Starting company_founder_full.tsv
  Finished company_founder_full.tsv, still running: 0
Loaded 12776 facts in 0.19 s using -66 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?i  boards  ?a  ?b  parent  ?f  ?i  parents  ?f   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?a  key_people  ?j  ?b  nationality  ?f  ?j  nationality  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  demonym  ?f  ?a  foundation  ?j  ?b  nationality  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?j  demonym  ?f  ?a  foundation_place  ?j  ?b  nationality  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?a  founder  ?j  ?b  nationality  ?f  ?j  nationality  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?a  founders  ?j  ?b  nationality  ?f  ?j  nationality  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?b  nationality  ?f  ?i  nationality  ?f  ?i  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?j  active_years_start_year  ?f  ?a  key_people  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  boards  ?a  ?b  nationality  ?f  ?i  nationality  ?f   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?i  board  ?a  ?b  nationality  ?f  ?i  nationality  ?f   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?j  active_years_start_year  ?f  ?a  key_person  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?a  display  ?j  ?j  founding_year  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?j  active_years_start_year  ?f  ?a  founders  ?j   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?i  display  ?a  ?i  founding_year  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?j  active_years_start_year  ?f  ?a  founder  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?i  active_years_start_year  ?f  ?i  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?i  active_years_start_year  ?f  ?i  board  ?a   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation  ?j  ?f  founded  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?i  active_years_start_year  ?f  ?i  boards  ?a   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation_place  ?j  ?f  founded  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?a  net_income  ?j  ?f  net_income  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?f  ?a  founders  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?f  ?f  key_people  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?f  display  ?a  ?f  key_people  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?f  display  ?a  ?a  founders  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?a  location_city  ?j  ?f  location_city  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?f  location_city  ?j  ?j  owner  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  key_person  ?j  ?f  key_person  ?j   => ?a  founded_by  ?b	0.2	0.1	0.125	1	10	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  key_people  ?j  ?f  key_person  ?j   => ?a  founded_by  ?b	0.2	0.1	0.125	1	10	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  hoovers  ?j  ?f  hoovers  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  logo_alt  ?j  ?f  logo_alt  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  symbol  ?j  ?f  symbol  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  equity  ?j  ?f  equity  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founding_year  ?j  ?f  founding_year  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?a  assets  ?j  ?f  assets  ?j  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  revenue  ?j  ?f  revenue_($)  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  revenue_($)  ?j  ?f  revenue_($)  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation_place  ?j  ?f  foundation_place  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation  ?j  ?f  foundation_place  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  num_employees  ?j  ?a  number_of_employees  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founding_date  ?j  ?f  founding_date  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  num_employees  ?j  ?f  num_employees  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  commons  ?j  ?f  commons  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?j  ?f  display  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  net_income_($)  ?j  ?f  net_income_($)  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?j  display  ?a  ?f  display  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  traded_as  ?j  ?f  traded_as  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  industry  ?j  ?f  product  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?f  product  ?j  ?a  products  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  product  ?j  ?f  product  ?j   => ?a  founded_by  ?b	0.2	0.023255814	0.125	1	43	8	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent  ?a  ?f  product  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?a  ?f  product  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent_company  ?a  ?f  product  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  equity_($)  ?j  ?f  equity_($)  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  products  ?j  ?f  products  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  operating_income_($)  ?j  ?f  operating_income_($)  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  industry  ?j  ?f  products  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?a  ?f  products  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  product  ?j  ?f  products  ?j   => ?a  founded_by  ?b	0.2	0.023255814	0.125	1	43	8	?a	0.0	0.0	0.0
?b  board  ?f  ?f  products  ?j  ?a  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent  ?a  ?f  products  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  type  ?j  ?f  type  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  subsid  ?j  ?f  subsidiary  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  subsidiary  ?j  ?f  subsidiary  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent_company  ?a  ?f  products  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation  ?j  ?f  location_country  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation_place  ?j  ?f  location_country  ?j   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?f  ?a  sec_cik  ?j  ?f  sec_cik  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  location_country  ?j  ?f  location_country  ?j   => ?a  founded_by  ?b	0.4	0.133333333	0.133333333	2	15	15	?a	0.0	0.0	0.0
?b  board  ?f  ?f  foundation  ?j  ?a  foundation_place  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  foundation  ?j  ?f  foundation  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  industry  ?j  ?f  industry  ?j   => ?a  founded_by  ?b	0.4	0.222222222	0.222222222	2	9	9	?a	0.0	0.0	0.0
?b  board  ?f  ?a  operating_income  ?j  ?f  operating_income  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  num_employees  ?j  ?f  number_of_employees  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  revenue  ?j  ?a  revenue_($)  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  revenue  ?j  ?f  revenue  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  number_of_employees  ?j  ?f  number_of_employees  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founded_by  ?j  ?f  key_people  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?a  VIAF_Id  ?j  ?f  VIAF_Id  ?j  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  key_people  ?j  ?a  key_person  ?j   => ?a  founded_by  ?b	0.4	0.117647059	0.133333333	2	17	15	?a	0.0	0.0	0.0
?b  board  ?f  ?a  key_people  ?j  ?f  key_people  ?j   => ?a  founded_by  ?b	0.4	0.117647059	0.133333333	2	17	15	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founder  ?j  ?f  key_people  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founders  ?j  ?f  key_people  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founders  ?j  ?a  key_people  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  employer  ?a  ?f  key_people  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founders  ?j  ?a  key_person  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founded_by  ?j  ?f  founders  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founders  ?j  ?f  founders  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founder  ?j  ?f  founders  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  subsid  ?j  ?a  subsidiary  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  subsid  ?j  ?f  subsid  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  services  ?j  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  products  ?j  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  service  ?j  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?a  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  owner  ?a  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?j  author  ?a  ?b  board  ?f  ?f  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?a  LCCN_Id  ?j  ?f  LCCN_Id  ?j  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founded_by  ?j  ?a  key_person  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founded_by  ?j  ?a  key_people  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founded_by  ?j  ?f  founded_by  ?j   => ?a  founded_by  ?b	0.4	0.133333333	0.133333333	2	15	15	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founded_by  ?j  ?a  founder  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?f  founded_by  ?j  ?a  founders  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?a  assets_($)  ?j  ?f  assets_($)  ?j  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  name  ?j  ?f  name  ?j   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?f  ?a  service  ?j  ?f  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?f  service  ?j  ?a  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?a  ?f  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  owner  ?a  ?f  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?j  author  ?a  ?b  board  ?f  ?f  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  key_person  ?j  ?j  occupation  ?f   => ?a  founded_by  ?b	0.4	0.095238095	0.142857143	2	21	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  board  ?f  ?a  key_person  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  boards  ?f  ?a  key_person  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  location_city  ?j  ?j  owner  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  board  ?f  ?a  key_people  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?a  key_people  ?j  ?j  occupation  ?f   => ?a  founded_by  ?b	0.4	0.095238095	0.142857143	2	21	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  boards  ?f  ?a  key_people  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  boards  ?f  ?a  founded_by  ?j   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  employer  ?f  ?a  key_people  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founded_by  ?j  ?j  occupation  ?f   => ?a  founded_by  ?b	0.4	0.142857143	0.142857143	2	14	14	?a	0.0	0.0	0.0
?b  board  ?f  ?j  display  ?f  ?a  display  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent  ?f  ?a  products  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?f  ?a  products  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent_company  ?f  ?a  products  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?f  ?a  product  ?j   => ?a  founded_by  ?b	0.2	0.023809524	0.142857143	1	42	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  board  ?f  ?a  founders  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent  ?f  ?a  product  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  parent_company  ?f  ?a  product  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  boards  ?f  ?a  founders  ?j   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founders  ?j  ?j  occupation  ?f   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  owner  ?f  ?a  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?f  ?a  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?j  author  ?f  ?b  board  ?f  ?a  services  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  boards  ?f  ?a  founder  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  board  ?f  ?a  founder  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?a  founder  ?j  ?j  occupation  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  computing_platform  ?a  ?i  computing_platform  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  computing_platform  ?f  ?i  platforms  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  computing_platform  ?f  ?i  platform  ?a   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  developer  ?f  ?a  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?j  owner  ?f  ?a  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  occupation  ?a  ?i  occupation  ?f   => ?a  founded_by  ?b	0.4	0.01242236	0.142857143	2	161	14	?a	0.0	0.0	0.0
?j  author  ?f  ?b  board  ?f  ?a  service  ?j   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  occupation  ?f  ?i  title  ?a   => ?a  founded_by  ?b	0.2	0.020408163	0.142857143	1	49	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  employer  ?a  ?i  occupation  ?f   => ?a  founded_by  ?b	0.2	0.071428571	0.142857143	1	14	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  client  ?a  ?i  client  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  issuing_authority  ?a  ?i  issuing_authority  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?i  Customers  ?a  ?i  Customers  ?f  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  origins  ?a  ?i  origins  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  connectivity  ?a  ?i  connectivity  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  operating_system  ?a  ?i  operating_system  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  work  ?a  ?i  work  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  organization  ?a  ?i  organization  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  display  ?a  ?i  display  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  developer  ?a  ?i  license  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?i  affiliations  ?a  ?i  affiliations  ?f  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  license  ?a  ?i  license  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?i  Newspaper  ?a  ?i  Newspaper  ?f  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?i  Newspaper  ?f  ?i  author  ?a  ?b  board  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  last  ?a  ?i  last  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?i  Newspaper  ?f  ?b  board  ?f  ?i  publisher  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  parent  ?a  ?i  parent  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  parent  ?f  ?i  parent_company  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  owning_company  ?a  ?i  parent  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  owner  ?a  ?i  parent  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?f  ?i  type  ?a  ?i  type  ?f   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
