Loading files... 
  Starting company_founder_founders_unique_all.tsv
  Finished company_founder_founders_unique_all.tsv, still running: 0
Loaded 285187 facts in 1.36 s using 129 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  display  ?a  ?e  founders  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  long_name  ?a   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.022222222	0.222222222	0.222222222	2	9	9	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founded_by  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  successor  ?a   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  parent_company  ?a   => ?a  founders  ?b	0.011111111	0.023809524	0.1	1	42	10	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  subsid  ?a   => ?a  founders  ?b	0.055555556	0.042735043	0.113636364	5	117	44	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.022222222	0.111111111	0.666666667	2	18	3	?b	0.0	0.0	0.0
?e  display  ?a  ?e  key_people  ?b   => ?a  founders  ?b	0.011111111	0.25	1	1	4	1	?b	0.0	0.0	0.0
?e  divisions  ?a  ?e  key_people  ?b   => ?a  founders  ?b	0.011111111	0.016129032	0.142857143	1	62	7	?b	0.0	0.0	0.0
?e  known_for  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.011111111	0.00877193	0.142857143	1	114	7	?b	0.0	0.0	0.0
?e  salary  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.011111111	0.023255814	0.25	1	43	4	?b	0.0	0.0	0.0
?e  former_groups  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.011111111	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?e  starring  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.011111111	0.022727273	0.333333333	1	44	3	?b	0.0	0.0	0.0
?e  company  ?a  ?e  starring  ?b   => ?a  founders  ?b	0.011111111	0.038461538	1	1	26	1	?b	0.0	0.0	0.0
?e  studio  ?a  ?e  writer  ?b   => ?a  founders  ?b	0.022222222	0.074074074	0.5	2	27	4	?b	0.0	0.0	0.0
?e  before  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.011111111	0.014705882	0.125	1	68	8	?b	0.0	0.0	0.0
?e  director  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.044444444	0.111111111	0.25	4	36	16	?b	0.0	0.0	0.0
?e  director  ?b  ?e  production_companies  ?a   => ?a  founders  ?b	0.022222222	0.222222222	0.333333333	2	9	6	?b	0.0	0.0	0.0
?e  company  ?a  ?e  developer  ?b   => ?a  founders  ?b	0.033333333	0.428571429	0.6	3	7	5	?b	0.0	0.0	0.0
?e  author  ?a  ?e  developer  ?b   => ?a  founders  ?b	0.011111111	0.125	0.333333333	1	8	3	?b	0.0	0.0	0.0
?e  film_director  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.044444444	0.111111111	0.25	4	36	16	?b	0.0	0.0	0.0
?e  company  ?a  ?e  executive_producer  ?b   => ?a  founders  ?b	0.055555556	0.2	0.416666667	5	25	12	?b	0.0	0.0	0.0
?e  designer  ?b  ?e  developer  ?a   => ?a  founders  ?b	0.022222222	0.25	1	2	8	2	?b	0.0	0.0	0.0
?e  author  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  parent  ?a   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  film_director  ?b  ?e  production_companies  ?a   => ?a  founders  ?b	0.011111111	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owner  ?a   => ?a  founders  ?b	0.011111111	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?e  author  ?b  ?e  manufacturer  ?a   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owning_company  ?a   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  salary  ?a   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  type  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_person  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  number_of_employees  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  num_employees  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founding_year  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founders  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  homepage  ?e   => ?a  founders  ?b	0.022222222	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  caption  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  width  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  product  ?e   => ?a  founders  ?b	0.011111111	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  traded_as  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?a  Location  ?e  ?e  author  ?b   => ?a  founders  ?b	0.011111111	∞	1	1	0	1	?b	0.0	0.0	0.0
?e  author  ?b  ?a  products  ?e   => ?a  founders  ?b	0.011111111	1	∞	1	1	0	?b	0.0	0.0	0.0
?e  Wikipage_disambiguates  ?a  ?e  author  ?b   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  foundation  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  industry  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_people  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  location  ?e   => ?a  founders  ?b	0.011111111	0.015151515	∞	1	66	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  direction  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owner  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  headquarters  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owning_company  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founded_by  ?e   => ?a  founders  ?b	0.011111111	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  successor  ?a   => ?a  founders  ?b	0.011111111	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  parent  ?a   => ?a  founders  ?b	0.011111111	0.020833333	0.142857143	1	48	7	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  parent_company  ?a   => ?a  founders  ?b	0.011111111	0.02173913	0.125	1	46	8	?b	0.0	0.0	0.0
?e  divisions  ?a  ?e  founder  ?b   => ?a  founders  ?b	0.011111111	0.032258065	0.142857143	1	31	7	?b	0.0	0.0	0.0
?e  display  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.011111111	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  commons  ?b  ?e  known_for  ?a   => ?a  founders  ?b	0.011111111	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  producer  ?b  ?e  production_companies  ?a   => ?a  founders  ?b	0.033333333	0.428571429	0.75	3	7	4	?b	0.0	0.0	0.0
?e  producer  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.066666667	0.133333333	0.272727273	6	45	22	?b	0.0	0.0	0.0
?e  company  ?a  ?e  producer  ?b   => ?a  founders  ?b	0.033333333	0.2	0.375	3	15	8	?b	0.0	0.0	0.0
?e  label  ?a  ?e  producer  ?b   => ?a  founders  ?b	0.011111111	0.022727273	0.111111111	1	44	9	?b	0.0	0.0	0.0
?e  company  ?a  ?e  creator  ?b   => ?a  founders  ?b	0.011111111	0.052631579	0.25	1	19	4	?b	0.0	0.0	0.0
?e  story  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  screenplay  ?b  ?e  studio  ?a   => ?a  founders  ?b	0.011111111	0.125	1	1	8	1	?b	0.0	0.0	0.0
?e  Artist  ?b  ?e  last_tour  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?e  industry  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.011111111	0.055555556	1	1	18	1	?b	0.0	0.0	0.0
?e  associated_schools  ?a  ?e  founding_choreographers  ?b   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  ballet_company  ?a  ?e  choreographer  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
Mining done in 0.97 s
Total time 2.33 s
267 rules mined.
