id,test,False Negative,True Negative
477,"['Fidelity_Investments', 'Jay_S._Fishman']","[""keyPerson('Fidelity_Investments', 'Jay_S._Fishman') 1.0""]","[""not_keyPerson('Fidelity_Investments', 'Jay_S._Fishman') 1.0""]"
479,"['Fidelity_Investments', 'Mel_Karmazin']","[""keyPerson('Fidelity_Investments', 'Mel_Karmazin') 1.0""]","[""not_keyPerson('Fidelity_Investments', 'Mel_Karmazin') 1.0""]"
483,"['Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao']","[""keyPerson('Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao') 1.0""]"
481,"['Ford_Motor_Company', 'Meg_Whitman']","[""keyPerson('Ford_Motor_Company', 'Meg_Whitman') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Meg_Whitman') 1.0""]"
484,"['Ford_Motor_Company', 'Sheldon_Adelson']","[""keyPerson('Ford_Motor_Company', 'Sheldon_Adelson') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Sheldon_Adelson') 1.0""]"
482,"['Ford_Motor_Company', 'Tom_Enders']","[""keyPerson('Ford_Motor_Company', 'Tom_Enders') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Tom_Enders') 1.0""]"
486,"['Foxconn', 'James_P._Gorman']","[""keyPerson('Foxconn', 'James_P._Gorman') 1.0""]",[]
485,"['Foxconn', 'John_Donahoe']","[""keyPerson('Foxconn', 'John_Donahoe') 1.0""]","[""not_keyPerson('Foxconn', 'John_Donahoe') 1.0""]"
487,"['Foxconn', 'Jonathan_I._Schwartz']","[""keyPerson('Foxconn', 'Jonathan_I._Schwartz') 1.0""]",[]
489,"['Foxconn', 'Mike_Duke']","[""keyPerson('Foxconn', 'Mike_Duke') 1.0""]",[]
488,"['Foxconn', 'Stuart_Gulliver']","[""keyPerson('Foxconn', 'Stuart_Gulliver') 1.0""]",[]
495,"['General_Dynamics', 'Christie_Hefner']","[""keyPerson('General_Dynamics', 'Christie_Hefner') 1.0""]","[""not_keyPerson('General_Dynamics', 'Christie_Hefner') 1.0""]"
499,"['General_Dynamics', 'John_P._Surma']","[""keyPerson('General_Dynamics', 'John_P._Surma') 1.0""]","[""not_keyPerson('General_Dynamics', 'John_P._Surma') 1.0""]"
496,"['General_Dynamics', 'Julia_Stewart_(businesswoman)']","[""keyPerson('General_Dynamics', 'Julia_Stewart_(businesswoman)') 1.0""]","[""not_keyPerson('General_Dynamics', 'Julia_Stewart_(businesswoman)') 1.0""]"
497,"['General_Dynamics', 'Masayoshi_Son']","[""keyPerson('General_Dynamics', 'Masayoshi_Son') 1.0""]","[""not_keyPerson('General_Dynamics', 'Masayoshi_Son') 1.0""]"
498,"['General_Dynamics', 'Terry_Gou']","[""keyPerson('General_Dynamics', 'Terry_Gou') 1.0""]","[""not_keyPerson('General_Dynamics', 'Terry_Gou') 1.0""]"
500,"['General_Electric', 'James_P._Gorman']","[""keyPerson('General_Electric_Company_plc', 'James_P._Gorman') 1.0"", ""keyPerson('General_Electric', 'James_P._Gorman') 1.0""]","[""not_keyPerson('General_Electric', 'James_P._Gorman') 1.0""]"
504,"['General_Electric', 'Yang_Hyun-suk']","[""keyPerson('General_Electric_Company_plc', 'Yang_Hyun-suk') 1.0"", ""keyPerson('General_Electric', 'Yang_Hyun-suk') 1.0""]","[""not_keyPerson('General_Electric', 'Yang_Hyun-suk') 1.0""]"
501,"['General_Electric', 'Stephen_A._Schwarzman']","[""keyPerson('General_Electric', 'Stephen_A._Schwarzman') 1.0"", ""keyPerson('General_Electric_Company_plc', 'Stephen_A._Schwarzman') 1.0""]","[""not_keyPerson('General_Electric', 'Stephen_A._Schwarzman') 1.0""]"
506,"['Gerdau', 'David_C._Novak']","[""keyPerson('Gerdau', 'David_C._Novak') 1.0""]","[""not_keyPerson('Gerdau', 'David_C._Novak') 1.0""]"
507,"['Gerdau', 'Rupert_Murdoch']","[""keyPerson('Gerdau', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('Gerdau', 'Rupert_Murdoch') 1.0""]"
512,"['GlaxoSmithKline', 'Abigail_Johnson']","[""keyPerson('GlaxoSmithKline', 'Abigail_Johnson') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Abigail_Johnson') 1.0""]"
511,"['GlaxoSmithKline', 'Bob_Dudley']","[""keyPerson('GlaxoSmithKline', 'Bob_Dudley') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Bob_Dudley') 1.0""]"
514,"['GlaxoSmithKline', 'Martin_Winterkorn']","[""keyPerson('GlaxoSmithKline', 'Martin_Winterkorn') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Martin_Winterkorn') 1.0""]"
510,"['GlaxoSmithKline', 'Rex_Tillerson']","[""keyPerson('GlaxoSmithKline', 'Rex_Tillerson') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Rex_Tillerson') 1.0""]"
513,"['GlaxoSmithKline', 'Satya_Nadella']","[""keyPerson('GlaxoSmithKline', 'Satya_Nadella') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Satya_Nadella') 1.0""]"
753,"['Global_Telecom_Holding', 'Donald_Trump']","[""keyPerson('Global_Telecom_Holding', 'Donald_Trump') 1.0"", ""keyPerson('Global_Telecom_Holding', 'Donald_Trump_Jr.') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'Donald_Trump_Jr.') 1.0"", ""not_keyPerson('Global_Telecom_Holding', 'Donald_Trump') 1.0""]"
756,"['Global_Telecom_Holding', 'John_T._Chambers']","[""keyPerson('Global_Telecom_Holding', 'John_T._Chambers') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'John_T._Chambers') 1.0""]"
754,"['Global_Telecom_Holding', 'Muhtar_Kent']","[""keyPerson('Global_Telecom_Holding', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'Muhtar_Kent') 1.0""]"
526,"['GMA_Network', 'C._Robert_Henrikson']","[""keyPerson('GMA_Network_(company)', 'C._Robert_Henrikson') 1.0"", ""keyPerson('GMA_Network', 'C._Robert_Henrikson') 1.0""]","[""not_keyPerson('GMA_Network_(company)', 'C._Robert_Henrikson') 1.0"", ""not_keyPerson('GMA_Network', 'C._Robert_Henrikson') 1.0""]"
525,"['GMA_Network', 'Anshu_Jain']","[""keyPerson('GMA_Network', 'Anshu_Jain') 1.0"", ""keyPerson('GMA_Network_(company)', 'Anshu_Jain') 1.0""]","[""not_keyPerson('GMA_Network', 'Anshu_Jain') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('GMA_Network_(company)', 'Anshu_Jain') 1.0""]"
529,"['GMA_Network', 'Frank_Appel']","[""keyPerson('GMA_Network', 'Frank_Appel') 1.0"", ""keyPerson('GMA_Network_(company)', 'Frank_Appel') 1.0""]","[""not_keyPerson('Frank_Appel__1', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('GMA_Network', 'Frank_Appel') 1.0"", ""not_keyPerson('GMA_Network_(company)', 'Frank_Appel') 1.0""]"
533,"['GMR_Group', 'Jeff_Bezos']","[""keyPerson('GMR_Group', 'Jeff_Bezos') 1.0""]","[""not_keyPerson('GMR_Group', 'Jeff_Bezos') 1.0""]"
534,"['GMR_Group', 'Norbert_Reithofer']","[""keyPerson('GMR_Group', 'Norbert_Reithofer') 1.0""]",[]
530,"['GMR_Group', 'Rupert_Murdoch']","[""keyPerson('GMR_Group', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('GMR_Group', 'Rupert_Murdoch') 1.0""]"
518,"['Goldman_Sachs', 'Dieter_Zetsche']","[""keyPerson('Goldman_Sachs', 'Dieter_Zetsche') 1.0""]","[""not_keyPerson('Goldman_Sachs', 'Dieter_Zetsche') 1.0""]"
517,"['Goldman_Sachs', 'Helge_Lund']","[""keyPerson('Goldman_Sachs', 'Helge_Lund') 1.0""]","[""not_keyPerson('Goldman_Sachs', 'Helge_Lund') 1.0""]"
519,"['Goldman_Sachs', 'Steve_Siegel']","[""keyPerson('Goldman_Sachs', 'Steve_Siegel') 1.0""]","[""not_keyPerson('Goldman_Sachs', 'Steve_Siegel') 1.0""]"
520,"['Google', 'Brian_L._Roberts']","[""keyPerson('Google', 'Brian_L._Roberts') 1.0""]","[""not_keyPerson('Google_Capital', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google_Inc.', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google_Fiber', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google', 'Brian_L._Roberts') 1.0""]"
522,"['Google', 'John_Donahoe']","[""keyPerson('Google', 'John_Donahoe') 1.0""]","[""not_keyPerson('Google_Fiber', 'John_Donahoe') 1.0"", ""not_keyPerson('Google_Capital', 'John_Donahoe') 1.0"", ""not_keyPerson('Google', 'John_Donahoe') 1.0""]"
521,"['Google', 'Michael_Corbat']","[""keyPerson('Google', 'Michael_Corbat') 1.0""]","[""not_keyPerson('Google_Capital', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google_Fiber', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google', 'Michael_Corbat') 1.0""]"
524,"['Google', 'Michael_Dell']","[""keyPerson('Google', 'Michael_Dell') 1.0""]","[""not_keyPerson('Google', 'Michael_Dell') 1.0"", ""not_keyPerson('Google_Capital', 'Michael_Dell') 1.0"", ""not_keyPerson('Google_Fiber', 'Michael_Dell') 1.0""]"
523,"['Google', 'Peter_Lynch']","[""keyPerson('Google', 'Peter_Lynch') 1.0""]","[""not_keyPerson('Google_Fiber', 'Peter_Lynch') 1.0"", ""not_keyPerson('Google_Capital', 'Peter_Lynch') 1.0"", ""not_keyPerson('Google', 'Peter_Lynch') 1.0""]"
1162,"['Graham_Holdings_Company', 'Christie_Hefner']","[""keyPerson('Graham_Holdings_Company', 'Christie_Hefner') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Christie_Hefner') 1.0""]"
1160,"['Graham_Holdings_Company', 'Denise_Morrison']","[""keyPerson('Graham_Holdings_Company', 'Denise_Morrison') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Denise_Morrison') 1.0""]"
1161,"['Graham_Holdings_Company', 'Kirk_Kerkorian']","[""keyPerson('Graham_Holdings_Company', 'Kirk_Kerkorian') 1.0""]",[]
1163,"['Graham_Holdings_Company', 'Tom_L._Ward']","[""keyPerson('Graham_Holdings_Company', 'Tom_L._Ward') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Tom_L._Ward') 1.0""]"
535,"['GVK_(conglomerate)', 'Al-Waleed_bin_Talal']","[""keyPerson('GVK_(conglomerate)', 'Al-Waleed_bin_Talal') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Al-Waleed_bin_Talal') 1.0""]"
536,"['GVK_(conglomerate)', 'Mark_Fields_(businessman)']","[""keyPerson('GVK_(conglomerate)', 'Mark_Fields_(businessman)') 1.0""]",[]
539,"['GVK_(conglomerate)', 'Michel_Combes']","[""keyPerson('GVK_(conglomerate)', 'Michel_Combes') 1.0""]",[]
537,"['GVK_(conglomerate)', 'Stefano_Pessina']","[""keyPerson('GVK_(conglomerate)', 'Stefano_Pessina') 1.0""]",[]
548,"['Halliburton', 'Gunupati_Venkata_Krishna_Reddy']","[""keyPerson('Halliburton', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]","[""not_keyPerson('Halliburton', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]"
547,"['Halliburton', 'Lowell_McAdam']","[""keyPerson('Halliburton', 'Lowell_McAdam') 1.0""]","[""not_keyPerson('Halliburton', 'Lowell_McAdam') 1.0""]"
549,"['Halliburton', 'Meg_Whitman']","[""keyPerson('Halliburton', 'Meg_Whitman') 1.0""]","[""not_keyPerson('Halliburton', 'Meg_Whitman') 1.0""]"
546,"['Halliburton', 'Ralph_Lauren']","[""keyPerson('Halliburton', 'Ralph_Lauren') 1.0""]","[""not_keyPerson('Halliburton', 'Ralph_Lauren') 1.0""]"
545,"['Halliburton', 'Tim_Cook']","[""keyPerson('Halliburton', 'Tim_Cook') 1.0""]","[""not_keyPerson('Halliburton', 'Tim_Cook') 1.0""]"
550,"['HCL_Technologies', 'Andrew_Witty']","[""keyPerson('HCL_Technologies', 'Andrew_Witty') 1.0"", ""keyPerson('HCL_Technologies', 'Sir_Andrew_Witty') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Andrew_Witty') 1.0"", ""not_keyPerson('HCL_Technologies', 'Sir_Andrew_Witty') 1.0""]"
553,"['HCL_Technologies', 'David_J._Lesar']","[""keyPerson('HCL_Technologies', 'David_J._Lesar') 1.0""]","[""not_keyPerson('HCL_Technologies', 'David_J._Lesar') 1.0""]"
554,"['HCL_Technologies', 'Jeff_Bewkes']","[""keyPerson('HCL_Technologies', 'Jeff_Bewkes') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Jeff_Bewkes') 1.0""]"
551,"['HCL_Technologies', 'Mukesh_Ambani']","[""keyPerson('HCL_Technologies', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Mukesh_Ambani') 1.0""]"
552,"['HCL_Technologies', 'Paul_Allen']","[""keyPerson('HCL_Technologies', 'Paul_Allen') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Paul_Allen') 1.0""]"
557,"['Hewlett-Packard', 'Julia_Stewart_(businesswoman)']","[""keyPerson('Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0""]","[""not_keyPerson('Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""not_keyPerson('Julia_Stewart_(businesswoman)__1', 'Hewlett-Packard') 1.0""]"
558,"['Hewlett-Packard', 'Lee_Kun-hee']","[""keyPerson('Hewlett-Packard', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Lee_Kun-hee__1', 'Hewlett-Packard') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Hewlett-Packard', 'Lee_Kun-hee') 1.0""]"
555,"['Hewlett-Packard', 'Tim_Armstrong_(executive)']","[""keyPerson('Hewlett-Packard', 'Tim_Armstrong_(executive)') 1.0""]","[""not_keyPerson('Tim_Armstrong_(executive)__1', 'Hewlett-Packard') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Tim_Armstrong_(executive)') 1.0"", ""not_keyPerson('Hewlett-Packard', 'Tim_Armstrong_(executive)') 1.0""]"
559,"['Hewlett-Packard', 'Tim_Cook']","[""keyPerson('Hewlett-Packard', 'Tim_Cook') 1.0""]","[""not_keyPerson('Hewlett-Packard', 'Tim_Cook') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Tim_Cook') 1.0""]"
556,"['Hewlett-Packard', 'Vittorio_Colao']","[""keyPerson('Hewlett-Packard', 'Vittorio_Colao') 1.0""]","[""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Vittorio_Colao') 1.0"", ""not_keyPerson('Hewlett-Packard', 'Vittorio_Colao') 1.0""]"
560,"['Hindalco_Industries', 'Abigail_Johnson']","[""keyPerson('Hindalco_Industries', 'Abigail_Johnson') 1.0""]","[""not_keyPerson('Hindalco_Industries', 'Abigail_Johnson') 1.0""]"
562,"['Hindalco_Industries', 'Brian_L._Roberts']","[""keyPerson('Hindalco_Industries', 'Brian_L._Roberts') 1.0""]","[""not_keyPerson('Hindalco_Industries', 'Brian_L._Roberts') 1.0""]"
563,"['Hindalco_Industries', 'James_P._Gorman']","[""keyPerson('Hindalco_Industries', 'James_P._Gorman') 1.0""]","[""not_keyPerson('Hindalco_Industries', 'James_P._Gorman') 1.0""]"
569,"['Honeywell', 'Fred_Carl,_Jr.']","[""keyPerson('Honeywell', 'Fred_Carl,_Jr.') 1.0""]",[]
565,"['Honeywell', 'John_Thain']","[""keyPerson('Honeywell', 'John_Thain') 1.0""]",[]
568,"['Honeywell', 'Lee_Kun-hee']","[""keyPerson('Honeywell', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Honeywell', 'Lee_Kun-hee') 1.0""]"
566,"['Honeywell', 'Walter_Kwok']","[""keyPerson('Honeywell', 'Walter_Kwok') 1.0""]","[""not_keyPerson('Honeywell', 'Walter_Kwok') 1.0""]"
573,"['HSBC', 'Frederick_W._Smith']","[""keyPerson('HSBC_Bank_India', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Finance', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Bank_Middle_East', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Bank_Malaysia', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Bank_USA', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Mexico', 'Frederick_W._Smith') 1.0"", ""keyPerson('HSBC_Bank_(Europe)', 'Frederick_W._Smith') 1.0""]","[""not_keyPerson('HSBC_Bank_India', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Bank_Middle_East', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Bank_Malaysia', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Finance', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Bank_USA', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Mexico', 'Frederick_W._Smith') 1.0"", ""not_keyPerson('HSBC_Bank_(Europe)', 'Frederick_W._Smith') 1.0""]"
572,"['HSBC', 'Rich_Lesser']","[""keyPerson('HSBC_Bank_Malaysia', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Bank_USA', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Bank_Middle_East', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Bank_(Europe)', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Mexico', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Bank_India', 'Rich_Lesser') 1.0"", ""keyPerson('HSBC_Finance', 'Rich_Lesser') 1.0""]","[""not_keyPerson('HSBC_Bank_Malaysia', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Bank_USA', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Bank_Middle_East', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Bank_(Europe)', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Mexico', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Bank_India', 'Rich_Lesser') 1.0"", ""not_keyPerson('HSBC_Finance', 'Rich_Lesser') 1.0""]"
571,"['HSBC', 'Richard_Notebaert']","[""keyPerson('HSBC_Bank_USA', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Bank_(Europe)', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Bank_Malaysia', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Finance', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Mexico', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Bank_Middle_East', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC_Bank_India', 'Richard_Notebaert') 1.0"", ""keyPerson('HSBC', 'Richard_Notebaert') 1.0""]","[""not_keyPerson('HSBC_Bank_(Europe)', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Bank_India', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Bank_Malaysia', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Finance', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Mexico', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Bank_Middle_East', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC_Bank_USA', 'Richard_Notebaert') 1.0"", ""not_keyPerson('HSBC', 'Richard_Notebaert') 1.0""]"
570,"['HSBC', 'Sumner_Redstone']","[""keyPerson('HSBC_Mexico', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Bank_Malaysia', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Bank_(Europe)', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Bank_Middle_East', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Finance', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Bank_USA', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC', 'Sumner_Redstone') 1.0"", ""keyPerson('HSBC_Bank_India', 'Sumner_Redstone') 1.0""]","[""not_keyPerson('HSBC_Bank_(Europe)', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Bank_USA', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Finance', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Bank_India', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Mexico', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Bank_Malaysia', 'Sumner_Redstone') 1.0"", ""not_keyPerson('HSBC_Bank_Middle_East', 'Sumner_Redstone') 1.0""]"
577,"['IGATE', 'Daniel_Vasella']","[""keyPerson('IGATE', 'Daniel_Vasella') 1.0""]","[""not_keyPerson('IGATE', 'Daniel_Vasella') 1.0""]"
578,"['IGATE', 'John_Stumpf']","[""keyPerson('IGATE', 'John_Stumpf') 1.0""]","[""not_keyPerson('IGATE', 'John_Stumpf') 1.0""]"
575,"['IGATE', 'Kazuo_Hirai']","[""keyPerson('IGATE', 'Kazuo_Hirai') 1.0""]","[""not_keyPerson('IGATE', 'Kazuo_Hirai') 1.0""]"
576,"['IGATE', 'Lakshmi_Mittal']","[""keyPerson('IGATE', 'Lakshmi_Mittal') 1.0""]","[""not_keyPerson('IGATE', 'Lakshmi_Mittal') 1.0""]"
579,"['IGATE', 'Michel_Combes']","[""keyPerson('IGATE', 'Michel_Combes') 1.0""]","[""not_keyPerson('IGATE', 'Michel_Combes') 1.0""]"
580,"['IKEA', 'Carlos_Slim']","[""keyPerson('IKEA', 'Carlos_Slim') 1.0"", ""keyPerson('IKEA', 'Carlos_Slim_Domit') 1.0""]","[""not_keyPerson('IKEA', 'Carlos_Slim') 1.0"", ""not_keyPerson('IKEA', 'Carlos_Slim_Domit') 1.0""]"
581,"['IKEA', 'Hubert_Joly']","[""keyPerson('IKEA', 'Hubert_Joly') 1.0""]","[""not_keyPerson('IKEA', 'Hubert_Joly') 1.0""]"
584,"['IKEA', 'John_P._Surma']","[""keyPerson('IKEA', 'John_P._Surma') 1.0""]","[""not_keyPerson('IKEA', 'John_P._Surma') 1.0""]"
583,"['IKEA', 'Kushal_Pal_Singh']","[""keyPerson('IKEA', 'Kushal_Pal_Singh') 1.0""]","[""not_keyPerson('IKEA', 'Kushal_Pal_Singh') 1.0""]"
582,"['IKEA', 'Tim_Armstrong_(executive)']","[""keyPerson('IKEA', 'Tim_Armstrong_(executive)') 1.0""]","[""not_keyPerson('IKEA', 'Tim_Armstrong_(executive)') 1.0""]"
587,"['Infosys', 'Anshu_Jain']","[""keyPerson('Infosys_BPO_Limited', 'Anshu_Jain') 1.0"", ""keyPerson('Infosys', 'Anshu_Jain') 1.0""]","[""not_keyPerson('Infosys_BPO_Limited', 'Anshu_Jain') 1.0"", ""not_keyPerson('Infosys', 'Anshu_Jain') 1.0""]"
586,"['Infosys', 'Jeff_Clarke_(businessman)']","[""keyPerson('Infosys_BPO_Limited', 'Jeff_Clarke_(businessman)') 1.0"", ""keyPerson('Infosys', 'Jeff_Clarke_(businessman)') 1.0""]","[""not_keyPerson('Infosys_BPO_Limited', 'Jeff_Clarke_(businessman)') 1.0"", ""not_keyPerson('Infosys', 'Jeff_Clarke_(businessman)') 1.0""]"
585,"['Infosys', 'Philip_Clarke_(businessman)']","[""keyPerson('Infosys_BPO_Limited', 'Philip_Clarke_(businessman)') 1.0"", ""keyPerson('Infosys', 'Philip_Clarke_(businessman)') 1.0""]","[""not_keyPerson('Infosys_BPO_Limited', 'Philip_Clarke_(businessman)') 1.0"", ""not_keyPerson('Infosys', 'Philip_Clarke_(businessman)') 1.0""]"
589,"['Infosys', 'Robert_Noel_(businessman)']","[""keyPerson('Infosys_BPO_Limited', 'Robert_Noel_(businessman)') 1.0"", ""keyPerson('Infosys', 'Robert_Noel_(businessman)') 1.0""]","[""not_keyPerson('Infosys_BPO_Limited', 'Robert_Noel_(businessman)') 1.0"", ""not_keyPerson('Infosys', 'Robert_Noel_(businessman)') 1.0""]"
588,"['Infosys', 'Stephen_J._Luczo']","[""keyPerson('Infosys_BPO_Limited', 'Stephen_J._Luczo') 1.0"", ""keyPerson('Infosys', 'Stephen_J._Luczo') 1.0""]","[""not_keyPerson('Infosys_BPO_Limited', 'Stephen_J._Luczo') 1.0"", ""not_keyPerson('Infosys', 'Stephen_J._Luczo') 1.0""]"
591,"['Intel', 'Anil_Ambani']","[""keyPerson('Intel', 'Anil_Ambani') 1.0""]","[""not_keyPerson('Intel', 'Anil_Ambani') 1.0""]"
594,"['Intel', 'Brian_Moynihan']","[""keyPerson('Intel', 'Brian_Moynihan') 1.0""]","[""not_keyPerson('Intel', 'Brian_Moynihan') 1.0""]"
592,"['Intel', 'Mukesh_Ambani']","[""keyPerson('Intel', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('Intel', 'Mukesh_Ambani') 1.0""]"
590,"['Intel', 'Paul_Reiche_III']","[""keyPerson('Intel', 'Paul_Reiche_III') 1.0""]","[""not_keyPerson('Intel', 'Paul_Reiche_III') 1.0""]"
601,"['J.Crew', 'Bob_Iger']","[""keyPerson('J.Crew', 'Bob_Iger') 1.0""]","[""not_keyPerson('J.Crew', 'Bob_Iger') 1.0""]"
600,"['J.Crew', 'Rex_Tillerson']","[""keyPerson('J.Crew', 'Rex_Tillerson') 1.0""]","[""not_keyPerson('J.Crew', 'Rex_Tillerson') 1.0""]"
603,"['J.Crew', 'Sunil_Mittal']","[""keyPerson('J.Crew', 'Sunil_Mittal') 1.0""]","[""not_keyPerson('J.Crew', 'Sunil_Mittal') 1.0""]"
606,"['Juniper_Networks', 'Anant_Gupta']","[""keyPerson('Juniper_Networks', 'Anant_Gupta') 1.0""]","[""not_keyPerson('Juniper_Networks', 'Anant_Gupta') 1.0""]"
608,"['Juniper_Networks', 'Bob_Dudley']","[""keyPerson('Juniper_Networks', 'Bob_Dudley') 1.0""]","[""not_keyPerson('Juniper_Networks', 'Bob_Dudley') 1.0""]"
607,"['Juniper_Networks', 'Howard_Schultz']","[""keyPerson('Juniper_Networks', 'Howard_Schultz') 1.0""]","[""not_keyPerson('Juniper_Networks', 'Howard_Schultz') 1.0""]"
604,"['Juniper_Networks', 'Muhtar_Kent']","[""keyPerson('Juniper_Networks', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Juniper_Networks', 'Muhtar_Kent') 1.0""]"
610,"['Kaplan,_Inc.', 'Ashok_Vemuri']","[""keyPerson('Kaplan,_Inc.', 'Ashok_Vemuri') 1.0""]","[""not_keyPerson('Kaplan,_Inc.', 'Ashok_Vemuri') 1.0""]"
