id,test,False Negative,True Negative
463,"['ExxonMobil', 'John_Thain']","[""keyPerson('ExxonMobil', 'John_Thain') 1.0""]","[""not_keyPerson('John_Thain', 'ExxonMobil') 1.0"", ""not_keyPerson('ExxonMobil', 'John_Thain') 1.0""]"
464,"['ExxonMobil', 'Mark_Zuckerberg']","[""keyPerson('ExxonMobil', 'Mark_Zuckerberg') 1.0"", ""keyPerson('Mark_Zuckerberg__1', 'ExxonMobil') 1.0""]","[""not_keyPerson('ExxonMobil', 'Mark_Zuckerberg') 1.0"", ""not_keyPerson('Mark_Zuckerberg__1', 'ExxonMobil') 1.0"", ""not_keyPerson('Mark_Zuckerberg', 'ExxonMobil') 1.0""]"
470,"['Facebook', 'Krishnakumar_Natarajan']","[""keyPerson('Facebook_Messenger', 'Krishnakumar_Natarajan') 1.0"", ""keyPerson('Facebook', 'Krishnakumar_Natarajan') 1.0""]","[""not_keyPerson('Facebook_Messenger', 'Krishnakumar_Natarajan') 1.0"", ""not_keyPerson('Facebook', 'Krishnakumar_Natarajan') 1.0""]"
469,"['Facebook', 'Kumar_Mangalam_Birla']","[""keyPerson('Facebook', 'Kumar_Mangalam_Birla') 1.0"", ""keyPerson('Facebook_Messenger', 'Kumar_Mangalam_Birla') 1.0""]","[""not_keyPerson('Facebook_Messenger', 'Kumar_Mangalam_Birla') 1.0"", ""not_keyPerson('Facebook', 'Kumar_Mangalam_Birla') 1.0""]"
466,"['Facebook', 'Pierre_Nanterme']","[""keyPerson('Facebook', 'Pierre_Nanterme') 1.0"", ""keyPerson('Facebook_Messenger', 'Pierre_Nanterme') 1.0""]","[""not_keyPerson('Facebook_Messenger', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Facebook', 'Pierre_Nanterme') 1.0""]"
474,"['FedEx', 'James_J._Greco']","[""keyPerson('FedEx_Express', 'James_J._Greco') 1.0"", ""keyPerson('FedEx_Office', 'James_J._Greco') 1.0"", ""keyPerson('FedEx_Ground', 'James_J._Greco') 1.0"", ""keyPerson('FedEx_Freight', 'James_J._Greco') 1.0"", ""keyPerson('FedEx', 'James_J._Greco') 1.0""]","[""not_keyPerson('FedEx_Express', 'James_J._Greco') 1.0"", ""not_keyPerson('FedEx_Office', 'James_J._Greco') 1.0"", ""not_keyPerson('FedEx', 'James_J._Greco') 1.0"", ""not_keyPerson('FedEx_Ground', 'James_J._Greco') 1.0"", ""not_keyPerson('FedEx_Freight', 'James_J._Greco') 1.0""]"
473,"['FedEx', 'Evan_G._Greenberg']","[""keyPerson('FedEx_Freight', 'Evan_G._Greenberg') 1.0"", ""keyPerson('FedEx_Office', 'Evan_G._Greenberg') 1.0"", ""keyPerson('FedEx_Ground', 'Evan_G._Greenberg') 1.0"", ""keyPerson('FedEx_Express', 'Evan_G._Greenberg') 1.0"", ""keyPerson('FedEx', 'Evan_G._Greenberg') 1.0""]","[""not_keyPerson('FedEx_Express', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('FedEx_Ground', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('FedEx_Freight', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('FedEx', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('FedEx_Office', 'Evan_G._Greenberg') 1.0""]"
471,"['FedEx', 'Fred_Carl,_Jr.']","[""keyPerson('FedEx_Freight', 'Fred_Carl,_Jr.') 1.0"", ""keyPerson('FedEx', 'Fred_Carl,_Jr.') 1.0"", ""keyPerson('FedEx_Ground', 'Fred_Carl,_Jr.') 1.0"", ""keyPerson('FedEx_Express', 'Fred_Carl,_Jr.') 1.0"", ""keyPerson('FedEx_Office', 'Fred_Carl,_Jr.') 1.0""]","[""not_keyPerson('FedEx_Freight', 'Fred_Carl,_Jr.') 1.0"", ""not_keyPerson('FedEx', 'Fred_Carl,_Jr.') 1.0"", ""not_keyPerson('FedEx_Ground', 'Fred_Carl,_Jr.') 1.0"", ""not_keyPerson('FedEx_Express', 'Fred_Carl,_Jr.') 1.0"", ""not_keyPerson('FedEx_Office', 'Fred_Carl,_Jr.') 1.0""]"
475,"['FedEx', 'Mike_S._Zafirovski']","[""keyPerson('FedEx_Freight', 'Mike_S._Zafirovski') 1.0"", ""keyPerson('FedEx', 'Mike_S._Zafirovski') 1.0"", ""keyPerson('FedEx_Office', 'Mike_S._Zafirovski') 1.0"", ""keyPerson('FedEx_Express', 'Mike_S._Zafirovski') 1.0"", ""keyPerson('FedEx_Ground', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('FedEx_Freight', 'Mike_S._Zafirovski') 1.0"", ""not_keyPerson('FedEx', 'Mike_S._Zafirovski') 1.0"", ""not_keyPerson('FedEx_Express', 'Mike_S._Zafirovski') 1.0"", ""not_keyPerson('FedEx_Office', 'Mike_S._Zafirovski') 1.0"", ""not_keyPerson('FedEx_Ground', 'Mike_S._Zafirovski') 1.0""]"
472,"['FedEx', 'Satoru_Iwata']","[""keyPerson('FedEx', 'Satoru_Iwata') 1.0"", ""keyPerson('FedEx_Express', 'Satoru_Iwata') 1.0"", ""keyPerson('FedEx_Office', 'Satoru_Iwata') 1.0"", ""keyPerson('FedEx_Ground', 'Satoru_Iwata') 1.0"", ""keyPerson('FedEx_Freight', 'Satoru_Iwata') 1.0""]","[""not_keyPerson('FedEx', 'Satoru_Iwata') 1.0"", ""not_keyPerson('FedEx_Express', 'Satoru_Iwata') 1.0"", ""not_keyPerson('FedEx_Office', 'Satoru_Iwata') 1.0"", ""not_keyPerson('FedEx_Freight', 'Satoru_Iwata') 1.0"", ""not_keyPerson('FedEx_Ground', 'Satoru_Iwata') 1.0""]"
816,"['Renault', 'Toxey_Haas']","[""keyPerson('Fernand_Renault', 'Toxey_Haas') 1.0"", ""keyPerson('Toxey_Haas__1', 'Louis_Renault_(industrialist)') 1.0"", ""keyPerson('Renault-Nissan_Alliance', 'Toxey_Haas') 1.0"", ""keyPerson('Renault', 'Toxey_Haas') 1.0"", ""keyPerson('Marcel_Renault', 'Toxey_Haas') 1.0"", ""keyPerson('Louis_Renault_(industrialist)', 'Toxey_Haas') 1.0"", ""keyPerson('Louis_Renault_(industrialist)__1', 'Toxey_Haas') 1.0"", ""keyPerson('Toxey_Haas__1', 'Marcel_Renault') 1.0"", ""keyPerson('Toxey_Haas__1', 'Fernand_Renault') 1.0"", ""keyPerson('Renault_Sport', 'Toxey_Haas') 1.0""]","[""not_keyPerson('Fernand_Renault', 'Toxey_Haas') 1.0"", ""not_keyPerson('Renault-Nissan_Alliance', 'Toxey_Haas') 1.0"", ""not_keyPerson('Toxey_Haas', 'Louis_Renault_(industrialist)') 1.0"", ""not_keyPerson('Toxey_Haas__1', 'Marcel_Renault') 1.0"", ""not_keyPerson('Toxey_Haas__1', 'Fernand_Renault') 1.0"", ""not_keyPerson('Toxey_Haas__1', 'Louis_Renault_(industrialist)') 1.0"", ""not_keyPerson('Renault', 'Toxey_Haas') 1.0"", ""not_keyPerson('Marcel_Renault', 'Toxey_Haas') 1.0"", ""not_keyPerson('Louis_Renault_(industrialist)', 'Toxey_Haas') 1.0"", ""not_keyPerson('Toxey_Haas', 'Fernand_Renault') 1.0"", ""not_keyPerson('Louis_Renault_(industrialist)__1', 'Toxey_Haas') 1.0"", ""not_keyPerson('Toxey_Haas', 'Marcel_Renault') 1.0"", ""not_keyPerson('Renault_Sport', 'Toxey_Haas') 1.0""]"
476,"['Fidelity_Investments', 'Hans_Vestberg']","[""keyPerson('Fidelity_Investments', 'Hans_Vestberg') 1.0""]","[""not_keyPerson('Fidelity_Investments', 'Hans_Vestberg') 1.0""]"
477,"['Fidelity_Investments', 'Jay_S._Fishman']","[""keyPerson('Fidelity_Investments', 'Jay_S._Fishman') 1.0""]","[""not_keyPerson('Fidelity_Investments', 'Jay_S._Fishman') 1.0""]"
479,"['Fidelity_Investments', 'Mel_Karmazin']","[""keyPerson('Fidelity_Investments', 'Mel_Karmazin') 1.0""]","[""not_keyPerson('Fidelity_Investments', 'Mel_Karmazin') 1.0""]"
483,"['Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao']","[""keyPerson('Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Grandhi_Mallikarjuna_Rao') 1.0""]"
481,"['Ford_Motor_Company', 'Meg_Whitman']","[""keyPerson('Ford_Motor_Company', 'Meg_Whitman') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Meg_Whitman') 1.0""]"
484,"['Ford_Motor_Company', 'Sheldon_Adelson']","[""keyPerson('Ford_Motor_Company', 'Sheldon_Adelson') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Sheldon_Adelson') 1.0""]"
482,"['Ford_Motor_Company', 'Tom_Enders']","[""keyPerson('Ford_Motor_Company', 'Tom_Enders') 1.0""]","[""not_keyPerson('Ford_Motor_Company', 'Tom_Enders') 1.0""]"
388,"['Comcast', 'Vishal_Sikka']","[""keyPerson('Founder of Comcast', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast_Spectacor', 'Vishal_Sikka') 1.0"", ""keyPerson('Co-Founder of Comcast Corporation', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast_Cable', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast_Spotlight', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast_Interactive_Media', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast', 'Vishal_Sikka') 1.0"", ""keyPerson('Comcast_Business', 'Vishal_Sikka') 1.0"", ""keyPerson('Vishal_Sikka__1', 'Comcast') 1.0""]","[""not_keyPerson('Vishal_Sikka', 'Comcast') 1.0"", ""not_keyPerson('Founder of Comcast', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast_Spectacor', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Co-Founder of Comcast Corporation', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast_Cable', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast_Spotlight', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast_Interactive_Media', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Comcast_Business', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Vishal_Sikka__1', 'Comcast') 1.0""]"
486,"['Foxconn', 'James_P._Gorman']","[""keyPerson('Foxconn', 'James_P._Gorman') 1.0""]","[""not_keyPerson('Foxconn', 'James_P._Gorman') 1.0""]"
485,"['Foxconn', 'John_Donahoe']","[""keyPerson('Foxconn', 'John_Donahoe') 1.0""]","[""not_keyPerson('Foxconn', 'John_Donahoe') 1.0""]"
487,"['Foxconn', 'Jonathan_I._Schwartz']","[""keyPerson('Foxconn', 'Jonathan_I._Schwartz') 1.0""]","[""not_keyPerson('Foxconn', 'Jonathan_I._Schwartz') 1.0""]"
489,"['Foxconn', 'Mike_Duke']","[""keyPerson('Foxconn', 'Mike_Duke') 1.0""]","[""not_keyPerson('Foxconn', 'Mike_Duke') 1.0""]"
488,"['Foxconn', 'Stuart_Gulliver']","[""keyPerson('Foxconn', 'Stuart_Gulliver') 1.0""]","[""not_keyPerson('Foxconn', 'Stuart_Gulliver') 1.0""]"
826,"['Ahold', 'Frank_Appel']","[""keyPerson('Frank_Appel__1', 'Ahold_Delhaize') 1.0"", ""keyPerson('Ahold', 'Frank_Appel') 1.0"", ""keyPerson('Frank_Appel', 'Ahold_Delhaize') 1.0"", ""keyPerson('Ahold_Delhaize', 'Frank_Appel') 1.0""]","[""not_keyPerson('Frank_Appel__1', 'Ahold_Delhaize') 1.0"", ""not_keyPerson('Ahold', 'Frank_Appel') 1.0"", ""not_keyPerson('Frank_Appel__1', 'Ahold') 1.0"", ""not_keyPerson('Frank_Appel', 'Ahold') 1.0"", ""not_keyPerson('Ahold_Delhaize', 'Frank_Appel') 1.0"", ""not_keyPerson('Frank_Appel', 'Ahold_Delhaize') 1.0""]"
529,"['GMA_Network', 'Frank_Appel']","[""keyPerson('Frank_Appel__1', 'GMA_Network_Inc.') 1.0"", ""keyPerson('Frank_Appel__1', 'GMA_Network_(company)') 1.0"", ""keyPerson('Frank_Appel', 'GMA_Network_(company)') 1.0"", ""keyPerson('Frank_Appel', 'GMA_Network_Inc.') 1.0"", ""keyPerson('GMA_Network', 'Frank_Appel') 1.0"", ""keyPerson('List_of_GMA_Network_radio_stations', 'Frank_Appel') 1.0"", ""keyPerson('GMA_Network_(company)', 'Frank_Appel') 1.0""]","[""not_keyPerson('Frank_Appel__1', 'GMA_Network_Inc.') 1.0"", ""not_keyPerson('Frank_Appel', 'GMA_Network_Inc.') 1.0"", ""not_keyPerson('Frank_Appel__1', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('GMA_Network_Inc.', 'Frank_Appel') 1.0"", ""not_keyPerson('GMA_Network', 'Frank_Appel') 1.0"", ""not_keyPerson('List_of_GMA_Network_radio_stations', 'Frank_Appel') 1.0"", ""not_keyPerson('GMA_Network_(company)', 'Frank_Appel') 1.0"", ""not_keyPerson('Frank_Appel', 'GMA_Network_(company)') 1.0""]"
495,"['General_Dynamics', 'Christie_Hefner']","[""keyPerson('General_Dynamics', 'Christie_Hefner') 1.0""]","[""not_keyPerson('General_Dynamics', 'Christie_Hefner') 1.0""]"
499,"['General_Dynamics', 'John_P._Surma']","[""keyPerson('General_Dynamics', 'John_P._Surma') 1.0""]","[""not_keyPerson('General_Dynamics', 'John_P._Surma') 1.0""]"
496,"['General_Dynamics', 'Julia_Stewart_(businesswoman)']","[""keyPerson('General_Dynamics', 'Julia_Stewart_(businesswoman)') 1.0""]","[""not_keyPerson('General_Dynamics', 'Julia_Stewart_(businesswoman)') 1.0""]"
497,"['General_Dynamics', 'Masayoshi_Son']","[""keyPerson('General_Dynamics', 'Masayoshi_Son') 1.0""]","[""not_keyPerson('General_Dynamics', 'Masayoshi_Son') 1.0""]"
498,"['General_Dynamics', 'Terry_Gou']","[""keyPerson('General_Dynamics', 'Terry_Gou') 1.0""]","[""not_keyPerson('General_Dynamics', 'Terry_Gou') 1.0""]"
500,"['General_Electric', 'James_P._Gorman']","[""keyPerson('General_Electric', 'James_P._Gorman') 1.0"", ""keyPerson('General_Electric_Company_plc', 'James_P._Gorman') 1.0""]","[""not_keyPerson('General_Electric', 'James_P._Gorman') 1.0"", ""not_keyPerson('General_Electric_Company_plc', 'James_P._Gorman') 1.0"", ""not_keyPerson('James_P._Gorman__1', 'General_Electric_Company_plc') 1.0""]"
501,"['General_Electric', 'Stephen_A._Schwarzman']","[""keyPerson('General_Electric', 'Stephen_A._Schwarzman') 1.0"", ""keyPerson('General_Electric_Company_plc', 'Stephen_A._Schwarzman') 1.0""]","[""not_keyPerson('General_Electric', 'Stephen_A._Schwarzman') 1.0"", ""not_keyPerson('Stephen_A._Schwarzman__1', 'General_Electric_Company_plc') 1.0"", ""not_keyPerson('General_Electric_Company_plc', 'Stephen_A._Schwarzman') 1.0"", ""not_keyPerson('Stephen_A._Schwarzman', 'General_Electric_Company_plc') 1.0""]"
504,"['General_Electric', 'Yang_Hyun-suk']","[""keyPerson('General_Electric', 'Yang_Hyun-suk') 1.0"", ""keyPerson('Yang_Hyun-suk', 'General_Electric') 1.0"", ""keyPerson('General_Electric_Company_plc', 'Yang_Hyun-suk') 1.0""]","[""not_keyPerson('General_Electric', 'Yang_Hyun-suk') 1.0"", ""not_keyPerson('Yang_Hyun-suk', 'General_Electric') 1.0"", ""not_keyPerson('General_Electric_Company_plc', 'Yang_Hyun-suk') 1.0"", ""not_keyPerson('Yang_Hyun-suk', 'General_Electric_Company_plc') 1.0""]"
507,"['Gerdau', 'Rupert_Murdoch']","[""keyPerson('Gerdau', 'Rupert_Murdoch') 1.0"", ""keyPerson('Rupert_Murdoch__1', 'Jorge_Gerdau_Johannpeter') 1.0""]","[""not_keyPerson('Gerdau', 'Rupert_Murdoch') 1.0"", ""not_keyPerson('Rupert_Murdoch__1', 'Jorge_Gerdau_Johannpeter') 1.0"", ""not_keyPerson('Jorge_Gerdau_Johannpeter', 'Rupert_Murdoch') 1.0"", ""not_keyPerson('Rupert_Murdoch', 'Jorge_Gerdau_Johannpeter') 1.0""]"
512,"['GlaxoSmithKline', 'Abigail_Johnson']","[""keyPerson('GlaxoSmithKline', 'Abigail_Johnson') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Abigail_Johnson') 1.0""]"
511,"['GlaxoSmithKline', 'Bob_Dudley']","[""keyPerson('GlaxoSmithKline', 'Bob_Dudley') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Bob_Dudley') 1.0""]"
514,"['GlaxoSmithKline', 'Martin_Winterkorn']","[""keyPerson('GlaxoSmithKline', 'Martin_Winterkorn') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Martin_Winterkorn') 1.0""]"
510,"['GlaxoSmithKline', 'Rex_Tillerson']","[""keyPerson('GlaxoSmithKline', 'Rex_Tillerson') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Rex_Tillerson') 1.0""]"
513,"['GlaxoSmithKline', 'Satya_Nadella']","[""keyPerson('GlaxoSmithKline', 'Satya_Nadella') 1.0""]","[""not_keyPerson('GlaxoSmithKline', 'Satya_Nadella') 1.0""]"
753,"['Global_Telecom_Holding', 'Donald_Trump']","[""keyPerson('Global_Telecom_Holding', 'Donald_Trump') 1.0"", ""keyPerson('Global_Telecom_Holding', 'Donald_Trump_Jr.') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'Donald_Trump') 1.0"", ""not_keyPerson('Global_Telecom_Holding', 'Donald_Trump_Jr.') 1.0""]"
756,"['Global_Telecom_Holding', 'John_T._Chambers']","[""keyPerson('Global_Telecom_Holding', 'John_T._Chambers') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'John_T._Chambers') 1.0""]"
754,"['Global_Telecom_Holding', 'Muhtar_Kent']","[""keyPerson('Global_Telecom_Holding', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Global_Telecom_Holding', 'Muhtar_Kent') 1.0""]"
525,"['GMA_Network', 'Anshu_Jain']","[""keyPerson('GMA_Network', 'Anshu_Jain') 1.0"", ""keyPerson('Anshu_Jain__1', 'GMA_Network_Inc.') 1.0"", ""keyPerson('Anshu_Jain__1', 'GMA_Network_(company)') 1.0"", ""keyPerson('List_of_GMA_Network_radio_stations', 'Anshu_Jain') 1.0"", ""keyPerson('GMA_Network_(company)', 'Anshu_Jain') 1.0""]","[""not_keyPerson('Anshu_Jain', 'GMA_Network_Inc.') 1.0"", ""not_keyPerson('List_of_GMA_Network_radio_stations', 'Anshu_Jain') 1.0"", ""not_keyPerson('Anshu_Jain', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('GMA_Network', 'Anshu_Jain') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'GMA_Network_Inc.') 1.0"", ""not_keyPerson('GMA_Network_(company)', 'Anshu_Jain') 1.0"", ""not_keyPerson('GMA_Network_Inc.', 'Anshu_Jain') 1.0""]"
526,"['GMA_Network', 'C._Robert_Henrikson']","[""keyPerson('GMA_Network', 'C._Robert_Henrikson') 1.0"", ""keyPerson('GMA_Network_(company)', 'C._Robert_Henrikson') 1.0"", ""keyPerson('List_of_GMA_Network_radio_stations', 'C._Robert_Henrikson') 1.0""]","[""not_keyPerson('C._Robert_Henrikson', 'GMA_Network_(company)') 1.0"", ""not_keyPerson('C._Robert_Henrikson', 'GMA_Network_Inc.') 1.0"", ""not_keyPerson('GMA_Network', 'C._Robert_Henrikson') 1.0"", ""not_keyPerson('GMA_Network_(company)', 'C._Robert_Henrikson') 1.0"", ""not_keyPerson('List_of_GMA_Network_radio_stations', 'C._Robert_Henrikson') 1.0"", ""not_keyPerson('GMA_Network_Inc.', 'C._Robert_Henrikson') 1.0""]"
533,"['GMR_Group', 'Jeff_Bezos']","[""keyPerson('GMR_Group', 'Jeff_Bezos') 1.0""]","[""not_keyPerson('GMR_Group', 'Jeff_Bezos') 1.0""]"
534,"['GMR_Group', 'Norbert_Reithofer']","[""keyPerson('GMR_Group', 'Norbert_Reithofer') 1.0""]","[""not_keyPerson('GMR_Group', 'Norbert_Reithofer') 1.0""]"
530,"['GMR_Group', 'Rupert_Murdoch']","[""keyPerson('GMR_Group', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('GMR_Group', 'Rupert_Murdoch') 1.0""]"
517,"['Goldman_Sachs', 'Helge_Lund']","[""keyPerson('Goldman_Sachs', 'Helge_Lund') 1.0"", ""keyPerson('Helge_Lund__1', 'Goldman_Sachs') 1.0""]","[""not_keyPerson('Helge_Lund', 'Goldman_Sachs') 1.0"", ""not_keyPerson('Goldman_Sachs', 'Helge_Lund') 1.0"", ""not_keyPerson('Helge_Lund__1', 'Goldman_Sachs') 1.0""]"
519,"['Goldman_Sachs', 'Steve_Siegel']","[""keyPerson('Goldman_Sachs', 'Steve_Siegel') 1.0"", ""keyPerson('Steve_Siegel__1', 'Goldman_Sachs') 1.0""]","[""not_keyPerson('Steve_Siegel', 'Goldman_Sachs') 1.0"", ""not_keyPerson('Goldman_Sachs', 'Steve_Siegel') 1.0"", ""not_keyPerson('Steve_Siegel__1', 'Goldman_Sachs') 1.0""]"
520,"['Google', 'Brian_L._Roberts']","[""keyPerson('Google_X', 'Brian_L._Roberts') 1.0"", ""keyPerson('Google_Inc.', 'Brian_L._Roberts') 1.0"", ""keyPerson('Google_Fiber', 'Brian_L._Roberts') 1.0"", ""keyPerson('Google', 'Brian_L._Roberts') 1.0"", ""keyPerson('Google_Capital', 'Brian_L._Roberts') 1.0"", ""keyPerson('List_of_Google_products', 'Brian_L._Roberts') 1.0""]","[""not_keyPerson('Google_X', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google_Fiber', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google_Capital', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('Google_Inc.', 'Brian_L._Roberts') 1.0"", ""not_keyPerson('List_of_Google_products', 'Brian_L._Roberts') 1.0""]"
521,"['Google', 'Michael_Corbat']","[""keyPerson('Google_X', 'Michael_Corbat') 1.0"", ""keyPerson('Google', 'Michael_Corbat') 1.0"", ""keyPerson('Google_Capital', 'Michael_Corbat') 1.0"", ""keyPerson('Google_Fiber', 'Michael_Corbat') 1.0"", ""keyPerson('Google_Inc.', 'Michael_Corbat') 1.0"", ""keyPerson('List_of_Google_products', 'Michael_Corbat') 1.0""]","[""not_keyPerson('Google_X', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google_Capital', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google_Fiber', 'Michael_Corbat') 1.0"", ""not_keyPerson('Google_Inc.', 'Michael_Corbat') 1.0"", ""not_keyPerson('List_of_Google_products', 'Michael_Corbat') 1.0""]"
1162,"['Graham_Holdings_Company', 'Christie_Hefner']","[""keyPerson('Graham_Holdings_Company', 'Christie_Hefner') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Christie_Hefner') 1.0""]"
1160,"['Graham_Holdings_Company', 'Denise_Morrison']","[""keyPerson('Graham_Holdings_Company', 'Denise_Morrison') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Denise_Morrison') 1.0""]"
1161,"['Graham_Holdings_Company', 'Kirk_Kerkorian']","[""keyPerson('Graham_Holdings_Company', 'Kirk_Kerkorian') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Kirk_Kerkorian') 1.0""]"
1163,"['Graham_Holdings_Company', 'Tom_L._Ward']","[""keyPerson('Graham_Holdings_Company', 'Tom_L._Ward') 1.0""]","[""not_keyPerson('Graham_Holdings_Company', 'Tom_L._Ward') 1.0""]"
535,"['GVK_(conglomerate)', 'Al-Waleed_bin_Talal']","[""keyPerson('GVK_(conglomerate)', 'Al-Waleed_bin_Talal') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Al-Waleed_bin_Talal') 1.0""]"
536,"['GVK_(conglomerate)', 'Mark_Fields_(businessman)']","[""keyPerson('GVK_(conglomerate)', 'Mark_Fields_(businessman)') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Mark_Fields_(businessman)') 1.0""]"
539,"['GVK_(conglomerate)', 'Michel_Combes']","[""keyPerson('GVK_(conglomerate)', 'Michel_Combes') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Michel_Combes') 1.0""]"
537,"['GVK_(conglomerate)', 'Stefano_Pessina']","[""keyPerson('GVK_(conglomerate)', 'Stefano_Pessina') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Stefano_Pessina') 1.0""]"
548,"['Halliburton', 'Gunupati_Venkata_Krishna_Reddy']","[""keyPerson('Halliburton', 'Gunupati_Venkata_Krishna_Reddy') 1.0"", ""keyPerson('Gunupati_Venkata_Krishna_Reddy__1', 'Erle_P._Halliburton') 1.0""]","[""not_keyPerson('Halliburton', 'Gunupati_Venkata_Krishna_Reddy') 1.0"", ""not_keyPerson('Erle_P._Halliburton', 'Gunupati_Venkata_Krishna_Reddy') 1.0"", ""not_keyPerson('Gunupati_Venkata_Krishna_Reddy__1', 'Erle_P._Halliburton') 1.0"", ""not_keyPerson('Gunupati_Venkata_Krishna_Reddy', 'Erle_P._Halliburton') 1.0""]"
550,"['HCL_Technologies', 'Andrew_Witty']","[""keyPerson('HCL_Technologies', 'Andrew_Witty') 1.0"", ""keyPerson('HCL_Technologies', 'Sir_Andrew_Witty') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Sir_Andrew_Witty') 1.0"", ""not_keyPerson('HCL_Technologies', 'Andrew_Witty') 1.0""]"
553,"['HCL_Technologies', 'David_J._Lesar']","[""keyPerson('HCL_Technologies', 'David_J._Lesar') 1.0""]","[""not_keyPerson('HCL_Technologies', 'David_J._Lesar') 1.0""]"
554,"['HCL_Technologies', 'Jeff_Bewkes']","[""keyPerson('HCL_Technologies', 'Jeff_Bewkes') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Jeff_Bewkes') 1.0""]"
551,"['HCL_Technologies', 'Mukesh_Ambani']","[""keyPerson('HCL_Technologies', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Mukesh_Ambani') 1.0""]"
552,"['HCL_Technologies', 'Paul_Allen']","[""keyPerson('HCL_Technologies', 'Paul_Allen') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Paul_Allen') 1.0""]"
557,"['Hewlett-Packard', 'Julia_Stewart_(businesswoman)']","[""keyPerson('Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""keyPerson('List_of_Hewlett-Packard_products', 'Julia_Stewart_(businesswoman)') 1.0"", ""keyPerson('Julia_Stewart_(businesswoman)__1', 'Hewlett-Packard') 1.0""]","[""not_keyPerson('Julia_Stewart_(businesswoman)', 'Hewlett-Packard') 1.0"", ""not_keyPerson('Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""not_keyPerson('List_of_Hewlett-Packard_products', 'Julia_Stewart_(businesswoman)') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Hewlett-Packard', 'Julia_Stewart_(businesswoman)') 1.0"", ""not_keyPerson('Julia_Stewart_(businesswoman)__1', 'Hewlett-Packard') 1.0""]"
560,"['Hindalco_Industries', 'Abigail_Johnson']","[""keyPerson('Hindalco_Industries', 'Abigail_Johnson') 1.0""]","[""not_keyPerson('Hindalco_Industries', 'Abigail_Johnson') 1.0""]"
