id,triples,label,lpmln hard rules -q keyPerson(True Positive),lpmln hard rules -q not_keyPerson(False Positive),asp
69,"['GVK_(conglomerate)', 'Gunupati_Venkata_Krishna_Reddy']",1,"[""keyPerson('GVK_(conglomerate)', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]","[""not_keyPerson('GVK_(conglomerate)', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]","['keyPerson(""GVK_(conglomerate)"",""Gunupati_Venkata_Krishna_Reddy"")', 'not_keyPerson(""GVK_(conglomerate)"",""Gunupati_Venkata_Krishna_Reddy"")']"
71,"['Halliburton', 'David_J._Lesar']",1,"[""keyPerson('David_J._Lesar__1', 'Erle_P._Halliburton') 1.0"", ""keyPerson('Halliburton', 'David_J._Lesar') 1.0""]","[""not_keyPerson('Halliburton', 'David_J._Lesar') 1.0""]","['keyPerson(""Halliburton"",""David_J._Lesar"")', 'keyPerson(""David_J._Lesar__1"",""Erle_P._Halliburton"")', 'not_keyPerson(""Halliburton"",""David_J._Lesar"")']"
72,"['HCL_Technologies', 'Anant_Gupta']",1,"[""keyPerson('HCL_Technologies', 'Anant_Gupta') 1.0""]","[""not_keyPerson('HCL_Technologies', 'Anant_Gupta') 1.0""]","['keyPerson(""HCL_Technologies"",""Anant_Gupta"")', 'not_keyPerson(""HCL_Technologies"",""Anant_Gupta"")']"
73,"['Hewlett-Packard', 'Meg_Whitman']",1,"[""keyPerson('Hewlett-Packard', 'Meg_Whitman') 1.0""]","[""not_keyPerson('Hewlett-Packard', 'Meg_Whitman') 1.0""]","['keyPerson(""Hewlett-Packard"",""Meg_Whitman"")', 'not_keyPerson(""Hewlett-Packard"",""Meg_Whitman"")']"
74,"['Hindalco_Industries', 'Kumar_Mangalam_Birla']",1,"[""keyPerson('Hindalco_Industries', 'Kumar_Mangalam_Birla') 1.0""]","[""not_keyPerson('Hindalco_Industries', 'Kumar_Mangalam_Birla') 1.0""]","['keyPerson(""Hindalco_Industries"",""Kumar_Mangalam_Birla"")', 'not_keyPerson(""Hindalco_Industries"",""Kumar_Mangalam_Birla"")']"
75,"['Honeywell', 'David_M._Cote']",1,"[""keyPerson('Honeywell', 'David_M._Cote') 1.0""]","[""not_keyPerson('Honeywell', 'David_M._Cote') 1.0""]","['keyPerson(""Honeywell"",""David_M._Cote"")', 'not_keyPerson(""Honeywell"",""David_M._Cote"")']"
76,"['HSBC', 'Stuart_Gulliver']",1,"[""keyPerson('HSBC_Group', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Bank_Malaysia', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Bank_India', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Holdings_plc', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Bank_Middle_East', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Mexico', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Bank_(Europe)', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Bank_USA', 'Stuart_Gulliver') 1.0"", ""keyPerson('HSBC_Finance', 'Stuart_Gulliver') 1.0""]","[""not_keyPerson('HSBC_Bank_USA', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Bank_Malaysia', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Bank_(Europe)', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Finance', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Bank_Middle_East', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Bank_India', 'Stuart_Gulliver') 1.0"", ""not_keyPerson('HSBC_Mexico', 'Stuart_Gulliver') 1.0""]","['keyPerson(""HSBC_Bank_(Europe)"",""Stuart_Gulliver"")', 'keyPerson(""HSBC"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Bank_Malaysia"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Group"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Holdings_plc"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Bank_India"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Finance"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Mexico"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Bank_USA"",""Stuart_Gulliver"")', 'keyPerson(""HSBC_Bank_Middle_East"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Bank_India"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Bank_Malaysia"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Finance"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Mexico"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Bank_Middle_East"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Bank_(Europe)"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC_Bank_USA"",""Stuart_Gulliver"")', 'not_keyPerson(""HSBC"",""Stuart_Gulliver"")']"
77,"['IGATE', 'Ashok_Vemuri']",1,"[""keyPerson('IGATE', 'Ashok_Vemuri') 1.0""]","[""not_keyPerson('IGATE', 'Ashok_Vemuri') 1.0""]","['keyPerson(""IGATE"",""Ashok_Vemuri"")', 'not_keyPerson(""IGATE"",""Ashok_Vemuri"")']"
79,"['Infosys', 'Vishal_Sikka']",1,"[""keyPerson('Infosys_BPO_Limited', 'Vishal_Sikka') 1.0"", ""keyPerson('Infosys', 'Vishal_Sikka') 1.0""]","[""not_keyPerson('Infosys', 'Vishal_Sikka') 1.0"", ""not_keyPerson('Infosys_BPO_Limited', 'Vishal_Sikka') 1.0""]","['keyPerson(""Infosys"",""Vishal_Sikka"")', 'keyPerson(""Infosys_BPO_Limited"",""Vishal_Sikka"")', 'not_keyPerson(""Infosys"",""Vishal_Sikka"")', 'not_keyPerson(""Infosys_BPO_Limited"",""Vishal_Sikka"")']"
80,"['Intel', 'Brian_Krzanich']",1,"[""keyPerson('Intel', 'Brian_Krzanich') 1.0""]","[""not_keyPerson('Intel', 'Brian_Krzanich') 1.0""]","['keyPerson(""Intel"",""Brian_Krzanich"")', 'not_keyPerson(""Intel"",""Brian_Krzanich"")']"
85,"['Kingdom_Holding_Company', 'Al-Waleed_bin_Talal']",1,"[""keyPerson('Kingdom_Holding_Company', 'Al-Waleed_bin_Talal') 1.0""]","[""not_keyPerson('Kingdom_Holding_Company', 'Al-Waleed_bin_Talal') 1.0""]","['keyPerson(""Kingdom_Holding_Company"",""Al-Waleed_bin_Talal"")', 'not_keyPerson(""Kingdom_Holding_Company"",""Al-Waleed_bin_Talal"")']"
87,"['Lanco_Infratech', 'Madhusudhan_Rao_Lagadapati']",1,"[""keyPerson('Lanco_Infratech', 'Madhusudhan_Rao_Lagadapati') 1.0""]","[""not_keyPerson('Lanco_Infratech', 'Madhusudhan_Rao_Lagadapati') 1.0""]","['keyPerson(""Lanco_Infratech"",""Madhusudhan_Rao_Lagadapati"")', 'not_keyPerson(""Lanco_Infratech"",""Madhusudhan_Rao_Lagadapati"")']"
86,"['Land_Securities', 'Robert_Noel_(businessman)']",1,"[""keyPerson('Land_Securities', 'Robert_Noel_(businessman)') 1.0""]","[""not_keyPerson('Land_Securities', 'Robert_Noel_(businessman)') 1.0""]","['keyPerson(""Land_Securities"",""Robert_Noel_(businessman)"")', 'not_keyPerson(""Land_Securities"",""Robert_Noel_(businessman)"")']"
88,"['Las_Vegas_Sands', 'Sheldon_Adelson']",1,"[""keyPerson('Las_Vegas_Sands', 'Sheldon_Adelson') 1.0""]","[""not_keyPerson('Las_Vegas_Sands', 'Sheldon_Adelson') 1.0""]","['keyPerson(""Las_Vegas_Sands"",""Sheldon_Adelson"")', 'not_keyPerson(""Las_Vegas_Sands"",""Sheldon_Adelson"")']"
21,"['Berkshire_Hathaway', 'Warren_Buffett']",1,"[""keyPerson('List_of_assets_owned_by_Berkshire_Hathaway', 'Warren_Buffett_VCSSGOC') 1.0"", ""keyPerson('List_of_assets_owned_by_Berkshire_Hathaway', 'Warren_Buffett') 1.0"", ""keyPerson('Berkshire_Hathaway', 'Warren_Buffett') 1.0"", ""keyPerson('Berkshire_Hathaway', 'Warren_Buffett_VCSSGOC') 1.0""]","[""not_keyPerson('List_of_assets_owned_by_Berkshire_Hathaway', 'Warren_Buffett') 1.0"", ""not_keyPerson('Berkshire_Hathaway', 'Warren_Buffett') 1.0""]","['keyPerson(""List_of_assets_owned_by_Berkshire_Hathaway"",""Warren_Buffett_VCSSGOC"")', 'keyPerson(""Berkshire_Hathaway"",""Warren_Buffett"")', 'keyPerson(""List_of_assets_owned_by_Berkshire_Hathaway"",""Warren_Buffett"")', 'keyPerson(""Berkshire_Hathaway"",""Warren_Buffett_VCSSGOC"")', 'not_keyPerson(""Berkshire_Hathaway"",""Warren_Buffett"")', 'not_keyPerson(""List_of_assets_owned_by_Berkshire_Hathaway"",""Warren_Buffett"")']"
114,"['PepsiCo', 'Indra_Nooyi']",1,"[""keyPerson('PepsiCo', 'Indra_Nooyi') 1.0""]","[""not_keyPerson('List_of_assets_owned_by_PepsiCo', 'Indra_Nooyi') 1.0"", ""not_keyPerson('PepsiCo', 'Indra_Nooyi') 1.0""]","['keyPerson(""PepsiCo"",""Indra_Nooyi"")', 'not_keyPerson(""List_of_assets_owned_by_PepsiCo"",""Indra_Nooyi"")', 'not_keyPerson(""PepsiCo"",""Indra_Nooyi"")']"
163,"['Time_Warner', 'Jeff_Bewkes']",1,"[""keyPerson('Steve_Ross_(Time_Warner_CEO)__1', 'Jeff_Bewkes') 1.0"", ""keyPerson('Jeff_Bewkes__1', 'Steve_Ross_(Time_Warner_CEO)') 1.0"", ""keyPerson('Time_Warner', 'Jeff_Bewkes') 1.0"", ""keyPerson('Jeff_Bewkes__1', 'Time_Warner') 1.0""]","[""not_keyPerson('List_of_assets_owned_by_Time_Warner', 'Jeff_Bewkes') 1.0"", ""not_keyPerson('Time_Warner', 'Jeff_Bewkes') 1.0""]","['keyPerson(""Time_Warner"",""Jeff_Bewkes"")', 'keyPerson(""Jeff_Bewkes__1"",""Steve_Ross_(Time_Warner_CEO)"")', 'keyPerson(""Steve_Ross_(Time_Warner_CEO)__1"",""Jeff_Bewkes"")', 'keyPerson(""Jeff_Bewkes__1"",""Time_Warner"")', 'not_keyPerson(""List_of_assets_owned_by_Time_Warner"",""Jeff_Bewkes"")', 'not_keyPerson(""Time_Warner"",""Jeff_Bewkes"")']"
89,"['Lockheed_Martin', 'Marillyn_Hewson']",1,"[""keyPerson('Lockheed_Martin', 'Marillyn_Hewson') 1.0"", ""keyPerson('Marillyn_Hewson__1', 'Lockheed_Martin') 1.0""]","[""not_keyPerson('Lockheed_Martin', 'Marillyn_Hewson') 1.0"", ""not_keyPerson('Lockheed_Martin_Canada', 'Marillyn_Hewson') 1.0"", ""not_keyPerson('Lockheed_Martin_UK', 'Marillyn_Hewson') 1.0""]","['keyPerson(""Lockheed_Martin"",""Marillyn_Hewson"")', 'keyPerson(""Marillyn_Hewson__1"",""Lockheed_Martin"")', 'not_keyPerson(""Lockheed_Martin"",""Marillyn_Hewson"")', 'not_keyPerson(""Lockheed_Martin_UK"",""Marillyn_Hewson"")', 'not_keyPerson(""Lockheed_Martin_Canada"",""Marillyn_Hewson"")']"
92,"['Merrill_Lynch', 'John_Thain']",1,"[""keyPerson('Merrill_Lynch', 'John_Thain') 1.0"", ""keyPerson('Bank_of_America_Merrill_Lynch', 'John_Thain') 1.0""]","[""not_keyPerson('Merrill_Lynch', 'John_Thain') 1.0""]","['keyPerson(""Merrill_Lynch"",""John_Thain"")', 'keyPerson(""Bank_of_America_Merrill_Lynch"",""John_Thain"")', 'not_keyPerson(""Merrill_Lynch"",""John_Thain"")']"
94,"['MGA_Entertainment', 'Isaac_Larian']",1,"[""keyPerson('MGA_Entertainment', 'Isaac_Larian') 1.0""]","[""not_keyPerson('MGA_Entertainment', 'Isaac_Larian') 1.0""]","['keyPerson(""MGA_Entertainment"",""Isaac_Larian"")', 'not_keyPerson(""MGA_Entertainment"",""Isaac_Larian"")']"
95,"['Microsoft', 'Satya_Nadella']",1,"[""keyPerson('Microsoft_Corporation', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft', 'Satya_Nadella') 1.0"", ""keyPerson('Satya_Nadella__1', 'Microsoft_Mobile') 1.0""]","[""not_keyPerson('Microsoft', 'Satya_Nadella') 1.0"", ""not_keyPerson('List_of_mergers_and_acquisitions_by_Microsoft', 'Satya_Nadella') 1.0""]","['keyPerson(""Microsoft"",""Satya_Nadella"")', 'keyPerson(""Microsoft_Mobile"",""Satya_Nadella"")', 'keyPerson(""Microsoft_Corporation"",""Satya_Nadella"")', 'keyPerson(""Satya_Nadella__1"",""Microsoft_Mobile"")', 'keyPerson(""Microsoft_Redmond_campus"",""Satya_Nadella"")', 'not_keyPerson(""Microsoft"",""Satya_Nadella"")', 'not_keyPerson(""List_of_mergers_and_acquisitions_by_Microsoft"",""Satya_Nadella"")']"
96,"['Mile_High_Comics', 'Chuck_Rozanski']",1,"[""keyPerson('Mile_High_Comics', 'Chuck_Rozanski') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'Chuck_Rozanski') 1.0""]","['keyPerson(""Mile_High_Comics"",""Chuck_Rozanski"")', 'not_keyPerson(""Mile_High_Comics"",""Chuck_Rozanski"")']"
97,"['Mindtree', 'Krishnakumar_Natarajan']",1,"[""keyPerson('Mindtree', 'Krishnakumar_Natarajan') 1.0""]","[""not_keyPerson('Mindtree', 'Krishnakumar_Natarajan') 1.0""]","['keyPerson(""Mindtree"",""Krishnakumar_Natarajan"")', 'not_keyPerson(""Mindtree"",""Krishnakumar_Natarajan"")']"
98,"['Morgan_Stanley', 'James_P._Gorman']",1,"[""keyPerson('Morgan_Stanley', 'James_P._Gorman') 1.0"", ""keyPerson('Morgan_Stanley_Building', 'James_P._Gorman') 1.0""]","[""not_keyPerson('Morgan_Stanley', 'James_P._Gorman') 1.0""]","['keyPerson(""Morgan_Stanley"",""James_P._Gorman"")', 'keyPerson(""Morgan_Stanley_Building"",""James_P._Gorman"")', 'not_keyPerson(""Morgan_Stanley"",""James_P._Gorman"")']"
70,"['Mossy_Oak', 'Toxey_Haas']",1,"[""keyPerson('Mossy_Oak', 'Toxey_Haas') 1.0""]","[""not_keyPerson('Mossy_Oak', 'Toxey_Haas') 1.0""]","['keyPerson(""Mossy_Oak"",""Toxey_Haas"")', 'not_keyPerson(""Mossy_Oak"",""Toxey_Haas"")']"
99,"['Motorola', 'Greg_Brown_(businessman)']",1,"[""keyPerson('Motorola_Mobility', 'Greg_Brown_(businessman)') 1.0"", ""keyPerson('Motorola', 'Greg_Brown_(businessman)') 1.0"", ""keyPerson('Motorola_Solutions', 'Greg_Brown_(businessman)') 1.0""]","[""not_keyPerson('Motorola', 'Greg_Brown_(businessman)') 1.0"", ""not_keyPerson('Motorola_Solutions', 'Greg_Brown_(businessman)') 1.0""]","['keyPerson(""Motorola_Solutions"",""Greg_Brown_(businessman)"")', 'keyPerson(""Motorola"",""Greg_Brown_(businessman)"")', 'keyPerson(""Motorola_Mobility"",""Greg_Brown_(businessman)"")', 'not_keyPerson(""Motorola"",""Greg_Brown_(businessman)"")', 'not_keyPerson(""Motorola_Solutions"",""Greg_Brown_(businessman)"")']"
100,"['Mozilla', 'Mitchell_Baker']",1,"[""keyPerson('Mozilla_Foundation', 'Mitchell_Baker') 1.0"", ""keyPerson('Mozilla_Corporation', 'Mitchell_Baker') 1.0""]","[""not_keyPerson('Mozilla_Corporation', 'Mitchell_Baker') 1.0""]","['keyPerson(""Mozilla_Corporation"",""Mitchell_Baker"")', 'keyPerson(""Mozilla_Foundation"",""Mitchell_Baker"")', 'not_keyPerson(""Mozilla_Corporation"",""Mitchell_Baker"")']"
102,"['National_Amusements', 'Sumner_Redstone']",1,"[""keyPerson('National_Amusements', 'Sumner_Redstone') 1.0""]","[""not_keyPerson('National_Amusements', 'Sumner_Redstone') 1.0""]","['keyPerson(""National_Amusements"",""Sumner_Redstone"")', 'not_keyPerson(""National_Amusements"",""Sumner_Redstone"")']"
103,"['NBCUniversal', 'Jeff_Zucker']",1,"[""keyPerson('Jeff_Zucker__1', 'NBCUniversal') 1.0"", ""keyPerson('NBCUniversal', 'Jeff_Zucker') 1.0"", ""keyPerson('Jeff_Zucker__1', 'NBCUniversal_Television_Group') 1.0"", ""keyPerson('NBCUniversal_Television_Group', 'Jeff_Zucker') 1.0"", ""keyPerson('NBCUniversal Telemundo Enterprises', 'Jeff_Zucker') 1.0"", ""keyPerson('Jeff_Zucker__1', 'NBCUniversal Television Group') 1.0""]","[""not_keyPerson('NBCUniversal', 'Jeff_Zucker') 1.0"", ""not_keyPerson('NBCUniversal_Entertainment_Japan', 'Jeff_Zucker') 1.0""]","['keyPerson(""NBCUniversal"",""Jeff_Zucker"")', 'keyPerson(""NBCUniversal_Television_Group"",""Jeff_Zucker"")', 'keyPerson(""Jeff_Zucker__1"",""NBCUniversal', 'keyPerson(""Jeff_Zucker__1"",""NBCUniversal"")', 'keyPerson(""Jeff_Zucker__1"",""NBCUniversal_Television_Group"")', 'not_keyPerson(""NBCUniversal_Entertainment_Japan"",""Jeff_Zucker"")', 'not_keyPerson(""NBCUniversal"",""Jeff_Zucker"")']"
104,"['News_Corporation', 'Rupert_Murdoch']",1,"[""keyPerson('News_Corporation', 'Rupert_Murdoch') 1.0"", ""keyPerson('Rupert_Murdoch__1', 'News_Corporation') 1.0""]","[""not_keyPerson('News_Corporation', 'Rupert_Murdoch') 1.0""]","['keyPerson(""News_Corporation"",""Rupert_Murdoch"")', 'keyPerson(""Rupert_Murdoch__1"",""News_Corporation"")', 'not_keyPerson(""News_Corporation"",""Rupert_Murdoch"")']"
105,"['NIIT', 'Vijay_K._Thadani']",1,"[""keyPerson('NIIT', 'Vijay_K._Thadani') 1.0""]","[""not_keyPerson('NIIT', 'Vijay_K._Thadani') 1.0""]","['keyPerson(""NIIT"",""Vijay_K._Thadani"")', 'not_keyPerson(""NIIT"",""Vijay_K._Thadani"")']"
110,"['Nintendo', 'Satoru_Iwata']",1,"[""keyPerson('Nintendo', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Founder of Nintendo', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Software_Technology', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Network_Service_Database', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Satoru_Iwata') 1.0""]","[""not_keyPerson('Nintendo_Software_Technology', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo', 'Satoru_Iwata') 1.0""]","['keyPerson(""Nintendo_Network_Service_Database"",""Satoru_Iwata"")', 'keyPerson(""Nintendo_Software_Technology"",""Satoru_Iwata"")', 'keyPerson(""Nintendo"",""Satoru_Iwata"")', 'keyPerson(""Nintendo_European_Research_&_Development"",""Satoru_Iwata"")', 'keyPerson(""Nintendo_Entertainment_Planning_&_Development"",""Satoru_Iwata"")', 'keyPerson(""Nintendo_Platform_Technology_Development"",""Satoru_Iwata"")', 'not_keyPerson(""Nintendo"",""Satoru_Iwata"")', 'not_keyPerson(""Nintendo_Software_Technology"",""Satoru_Iwata"")']"
107,"['Nokia', 'Rajeev_Suri']",1,"[""keyPerson('Nokia_Networks', 'Rajeev_Suri') 1.0"", ""keyPerson('Nokia', 'Rajeev_Suri') 1.0""]","[""not_keyPerson('Nokia_Bell_Labs', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia_Technologies', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia_Networks', 'Rajeev_Suri') 1.0""]","['keyPerson(""Nokia_Networks"",""Rajeev_Suri"")', 'keyPerson(""Nokia"",""Rajeev_Suri"")', 'not_keyPerson(""Nokia"",""Rajeev_Suri"")', 'not_keyPerson(""Nokia_Networks"",""Rajeev_Suri"")', 'not_keyPerson(""Nokia_Bell_Labs"",""Rajeev_Suri"")', 'not_keyPerson(""Nokia_Technologies"",""Rajeev_Suri"")']"
108,"['Nortel', 'Mike_S._Zafirovski']",1,"[""keyPerson('Nortel', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('Nortel', 'Mike_S._Zafirovski') 1.0""]","['keyPerson(""Nortel"",""Mike_S._Zafirovski"")', 'not_keyPerson(""Nortel"",""Mike_S._Zafirovski"")']"
109,"['Novartis', 'Daniel_Vasella']",1,"[""keyPerson('Novartis', 'Daniel_Vasella') 1.0""]","[""not_keyPerson('Novartis', 'Daniel_Vasella') 1.0""]","['keyPerson(""Novartis"",""Daniel_Vasella"")', 'not_keyPerson(""Novartis"",""Daniel_Vasella"")']"
111,"['Oracle_Corporation', 'Larry_Ellison']",1,"[""keyPerson('Oracle_Corporation', 'Larry_Ellison') 1.0""]","[""not_keyPerson('Oracle_Corporation', 'Larry_Ellison') 1.0""]","['keyPerson(""Oracle_Corporation"",""Larry_Ellison"")', 'not_keyPerson(""Oracle_Corporation"",""Larry_Ellison"")']"
115,"['Pizza_Hut', 'David_C._Novak']",1,"[""keyPerson('Pizza_Hut', 'David_C._Novak') 1.0""]","[""not_keyPerson('Pizza_Hut', 'David_C._Novak') 1.0""]","['keyPerson(""Pizza_Hut"",""David_C._Novak"")', 'not_keyPerson(""Pizza_Hut"",""David_C._Novak"")']"
116,"['Playboy_Enterprises', 'Christie_Hefner']",1,"[""keyPerson('Playboy_Enterprises', 'Christie_Hefner') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Christie_Hefner') 1.0""]","['keyPerson(""Playboy_Enterprises"",""Christie_Hefner"")', 'not_keyPerson(""Playboy_Enterprises"",""Christie_Hefner"")']"
120,"['Qantas', 'Alan_Joyce_(executive)']",1,"[""keyPerson('QantasLink', 'Alan_Joyce_(executive)') 1.0"", ""keyPerson('Qantas', 'Alan_Joyce_(executive)') 1.0"", ""keyPerson('Qantas_Freight', 'Alan_Joyce_(executive)') 1.0""]","[""not_keyPerson('QantasLink', 'Alan_Joyce_(executive)') 1.0"", ""not_keyPerson('Qantas', 'Alan_Joyce_(executive)') 1.0"", ""not_keyPerson('Qantas_Freight', 'Alan_Joyce_(executive)') 1.0""]","['keyPerson(""Qantas"",""Alan_Joyce_(executive)"")', 'keyPerson(""Qantas_Freight"",""Alan_Joyce_(executive)"")', 'keyPerson(""QantasLink"",""Alan_Joyce_(executive)"")', 'not_keyPerson(""Qantas_Freight"",""Alan_Joyce_(executive)"")', 'not_keyPerson(""QantasLink"",""Alan_Joyce_(executive)"")', 'not_keyPerson(""Qantas"",""Alan_Joyce_(executive)"")']"
121,"['Qwest', 'Richard_Notebaert']",1,"[""keyPerson('Qwest_Corporation', 'Richard_Notebaert') 1.0"", ""keyPerson('Qwest', 'Richard_Notebaert') 1.0"", ""keyPerson('Richard_Notebaert__1', 'Qwest_Corporation') 1.0"", ""keyPerson('Richard_Notebaert__1', 'Qwest') 1.0""]","[""not_keyPerson('Qwest_Corporation', 'Richard_Notebaert') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Richard_Notebaert') 1.0"", ""not_keyPerson('Qwest', 'Richard_Notebaert') 1.0""]","['keyPerson(""Qwest_Corporation"",""Richard_Notebaert"")', 'keyPerson(""Qwest"",""Richard_Notebaert"")', 'keyPerson(""Richard_Notebaert__1"",""Qwest"")', 'keyPerson(""Richard_Notebaert__1"",""Qwest_Corporation"")', 'not_keyPerson(""Qwest_Corporation"",""Richard_Notebaert"")', 'not_keyPerson(""Qwest"",""Richard_Notebaert"")', 'not_keyPerson(""Qwest_Wireless"",""Richard_Notebaert"")']"
117,"['Ralph_Lauren_Corporation', 'Ralph_Lauren']",1,"[""keyPerson('Ralph_Lauren_Corporation', 'David_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Dylan_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Ralph_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Stefan_Larsson_(businessman)') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'Dylan_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'David_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Joe_Mimran') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Ralph_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Alfred_Sung') 1.0""]","['keyPerson(""Ralph_Lauren_Corporation"",""Stefan_Larsson_(businessman)"")', 'keyPerson(""Ralph_Lauren_Corporation"",""Ralph_Lauren"")', 'keyPerson(""Ralph_Lauren_Corporation"",""David_Lauren"")', 'keyPerson(""Ralph_Lauren_Corporation"",""Dylan_Lauren"")', 'not_keyPerson(""Ralph_Lauren_Corporation"",""Ralph_Lauren"")', 'not_keyPerson(""Ralph_Lauren_Corporation"",""David_Lauren"")', 'not_keyPerson(""Ralph_Lauren_Corporation"",""Dylan_Lauren"")', 'not_keyPerson(""Ralph_Lauren_Corporation"",""Alfred_Sung"")', 'not_keyPerson(""Ralph_Lauren_Corporation"",""Joe_Mimran"")']"
122,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani']",1,"[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani') 1.0""]","[""not_keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani') 1.0""]","['keyPerson(""Reliance_Anil_Dhirubhai_Ambani_Group"",""Anil_Ambani"")', 'not_keyPerson(""Reliance_Anil_Dhirubhai_Ambani_Group"",""Anil_Ambani"")']"
123,"['Reliance_Industries', 'Mukesh_Ambani']",1,"[""keyPerson('Reliance_Industries', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('Reliance_Industries', 'Mukesh_Ambani') 1.0""]","['keyPerson(""Reliance_Industries"",""Mukesh_Ambani"")', 'not_keyPerson(""Reliance_Industries"",""Mukesh_Ambani"")']"
